holding_id,sec16_otherproducts__id,s16q02a,s16q02b,s16q03,s16q03_unit,s16q04,s16q05,s16q06d,s16q06e
18-28-39-68,Animal dung from ruminants and poultry,,,,,No,,,
18-30-26-10,Animal dung from ruminants and poultry,,,,,No,,,
18-32-35-50,Animal dung from ruminants and poultry,,,,,No,,,
18-33-82-49,Animal dung from ruminants and poultry,,,,,No,,,
18-33-85-87,Animal dung from ruminants and poultry,,,,,No,,,
18-34-95-75,Animal dung from ruminants and poultry,,,,,No,,,
18-36-53-93,Sting/Stingless bee honey,7,0,160,Litres,Yes,150,5000,
18-36-85-79,Animal dung from ruminants and poultry,,,,,No,,,
18-37-46-78,Animal dung from ruminants and poultry,,,,,No,,,
18-37-95-38,Animal dung from ruminants and poultry,,,,,No,,,
18-39-22-14,Animal dung from ruminants and poultry,,,,,No,,,
18-40-70-58,Animal dung from ruminants and poultry,,,,,No,,,
18-40-97-87,Animal dung from ruminants and poultry,,,,,No,,,
18-41-94-58,Animal dung from ruminants and poultry,,,,,No,,,
18-43-11-41,Animal dung from ruminants and poultry,,,,,No,,,
18-46-83-97,Animal dung from ruminants and poultry,,,,,No,,,
18-47-78-51,Animal dung from ruminants and poultry,,,,,No,,,
18-49-94-71,Animal dung from ruminants and poultry,,,,,No,,,
18-50-16-91,Animal dung from ruminants and poultry,,,,,No,,,
18-50-33-41,Animal dung from ruminants and poultry,,,,,No,,,
18-51-60-34,Animal dung from ruminants and poultry,,,,,No,,,
18-52-45-10,Animal dung from ruminants and poultry,,,,,No,,,
18-53-90-15,Animal dung from ruminants and poultry,,,,,No,,,
18-55-10-74,Animal dung from ruminants and poultry,,,,,No,,,
18-55-12-24,Animal dung from ruminants and poultry,,,,,No,,,
18-55-87-05,Animal dung from ruminants and poultry,,,,,No,,,
18-57-14-25,Animal dung from ruminants and poultry,,,,,No,,,
18-57-31-87,Animal dung from ruminants and poultry,,,,,No,,,
18-58-29-02,Animal dung from ruminants and poultry,,,,,No,,,
18-59-25-09,Animal dung from ruminants and poultry,,,,,No,,,
18-59-60-35,Animal dung from ruminants and poultry,,,,,No,,,
18-62-02-14,Animal dung from ruminants and poultry,,,,,No,,,
18-62-02-25,Sting/Stingless bee honey,6,0,9,Litres,Yes,9,10000,
18-62-67-61,Animal dung from ruminants and poultry,,,,,No,,,
18-62-95-53,Animal dung from ruminants and poultry,,,,,No,,,
18-63-03-75,Animal dung from ruminants and poultry,,,,,No,,,
18-64-65-82,Animal dung from ruminants and poultry,,,,,No,,,
18-64-79-42,Animal dung from ruminants and poultry,,,,,No,,,
18-67-14-19,Animal dung from ruminants and poultry,,,,,Yes,,,6333
18-69-12-04,Animal dung from ruminants and poultry,,,,,No,,,
18-71-42-57,Animal dung from ruminants and poultry,,,,,No,,,
18-71-60-69,Animal dung from ruminants and poultry,,,,,No,,,
18-72-79-55,Animal dung from ruminants and poultry,,,,,No,,,
18-73-47-67,Animal dung from ruminants and poultry,,,,,No,,,
18-73-71-15,Animal dung from ruminants and poultry,,,,,Yes,,,150000
18-74-55-51,Animal dung from ruminants and poultry,,,,,No,,,
18-76-08-52,Animal dung from ruminants and poultry,,,,,No,,,
18-76-11-31,Animal dung from ruminants and poultry,,,,,No,,,
18-77-93-23,Animal dung from ruminants and poultry,,,,,No,,,
18-78-15-19,Animal dung from ruminants and poultry,,,,,No,,,
18-78-32-28,Animal dung from ruminants and poultry,,,,,No,,,
18-80-27-91,Animal dung from ruminants and poultry,,,,,No,,,
18-81-03-44,Animal dung from ruminants and poultry,,,,,No,,,
18-81-36-21,Sting/Stingless bee honey,7,0,20,Litres,No,,,
18-81-36-21,Animal dung from ruminants and poultry,,,,,No,,,
18-81-80-55,Animal dung from ruminants and poultry,,,,,No,,,
18-84-34-76,Animal dung from ruminants and poultry,,,,,No,,,
18-86-81-57,Animal dung from ruminants and poultry,,,,,No,,,
18-86-90-60,Animal dung from ruminants and poultry,,,,,No,,,
18-87-12-04,Animal dung from ruminants and poultry,,,,,No,,,
18-88-85-69,Animal dung from ruminants and poultry,,,,,No,,,
18-89-42-21,Animal dung from ruminants and poultry,,,,,No,,,
18-89-86-61,Sting/Stingless bee honey,10,0,3,Litres,Yes,3,20000,
18-90-87-81,Animal dung from ruminants and poultry,,,,,No,,,
18-91-17-41,Animal dung from ruminants and poultry,,,,,No,,,
18-91-48-35,Animal dung from ruminants and poultry,,,,,No,,,
18-92-22-83,Animal dung from ruminants and poultry,,,,,No,,,
18-93-23-95,Animal dung from ruminants and poultry,,,,,No,,,
18-94-57-77,Animal dung from ruminants and poultry,,,,,No,,,
18-94-81-79,Animal dung from ruminants and poultry,,,,,No,,,
18-94-87-86,Animal dung from ruminants and poultry,,,,,Yes,,,60000
18-95-25-90,Animal dung from ruminants and poultry,,,,,No,,,
18-95-75-87,Animal dung from ruminants and poultry,,,,,No,,,
18-96-33-11,Animal dung from ruminants and poultry,,,,,No,,,
18-96-50-72,Sting/Stingless bee honey,0,30,80,KG,No,,,
18-98-01-36,Animal dung from ruminants and poultry,,,,,No,,,
18-99-32-77,Animal dung from ruminants and poultry,,,,,No,,,
19-00-37-44,Animal dung from ruminants and poultry,,,,,No,,,
19-01-19-82,Animal dung from ruminants and poultry,,,,,No,,,
19-01-61-18,Animal dung from ruminants and poultry,,,,,No,,,
19-01-86-23,Sting/Stingless bee honey,59,7,108,KG,Yes,108,10000,
19-01-86-23,Animal dung from ruminants and poultry,,,,,No,,,
19-06-06-85,Animal dung from ruminants and poultry,,,,,No,,,
19-08-03-26,Sting/Stingless bee honey,2,2,6,Litres,No,,,
19-08-03-26,Animal dung from ruminants and poultry,,,,,No,,,
19-08-03-43,Animal dung from ruminants and poultry,,,,,No,,,
19-08-56-99,Animal dung from ruminants and poultry,,,,,No,,,
19-08-73-09,Animal dung from ruminants and poultry,,,,,No,,,
19-09-99-30,Animal dung from ruminants and poultry,,,,,No,,,
19-12-29-77,Animal dung from ruminants and poultry,,,,,No,,,
19-14-89-51,Animal dung from ruminants and poultry,,,,,No,,,
19-24-06-95,Animal dung from ruminants and poultry,,,,,No,,,
19-25-23-07,Animal dung from ruminants and poultry,,,,,No,,,
19-28-52-77,Animal dung from ruminants and poultry,,,,,No,,,
19-28-79-50,Animal dung from ruminants and poultry,,,,,No,,,
19-29-43-89,Animal dung from ruminants and poultry,,,,,No,,,
19-29-70-99,Animal dung from ruminants and poultry,,,,,No,,,
19-29-90-67,Animal dung from ruminants and poultry,,,,,No,,,
19-30-27-68,Animal dung from ruminants and poultry,,,,,No,,,
19-30-85-98,Animal dung from ruminants and poultry,,,,,No,,,
19-32-87-15,Animal dung from ruminants and poultry,,,,,No,,,
19-33-09-85,Animal dung from ruminants and poultry,,,,,No,,,
19-37-85-51,Animal dung from ruminants and poultry,,,,,No,,,
19-41-23-27,Animal dung from ruminants and poultry,,,,,No,,,
19-42-48-61,Animal dung from ruminants and poultry,,,,,No,,,
19-48-14-62,Animal dung from ruminants and poultry,,,,,No,,,
19-48-48-32,Animal dung from ruminants and poultry,,,,,No,,,
19-48-50-91,Animal dung from ruminants and poultry,,,,,No,,,
19-50-28-57,Animal dung from ruminants and poultry,,,,,No,,,
19-50-69-51,Animal dung from ruminants and poultry,,,,,No,,,
19-52-21-28,Animal dung from ruminants and poultry,,,,,No,,,
19-54-55-16,Animal dung from ruminants and poultry,,,,,No,,,
19-54-81-70,Animal dung from ruminants and poultry,,,,,No,,,
19-54-91-01,Animal dung from ruminants and poultry,,,,,No,,,
19-60-23-41,Sting/Stingless bee honey,15,0,60,Litres,No,,,
19-60-23-41,Animal dung from ruminants and poultry,,,,,No,,,
19-60-61-25,Animal dung from ruminants and poultry,,,,,No,,,
19-60-78-38,Animal dung from ruminants and poultry,,,,,No,,,
19-61-66-99,Animal dung from ruminants and poultry,,,,,No,,,
19-62-31-91,Animal dung from ruminants and poultry,,,,,No,,,
19-64-78-79,Animal dung from ruminants and poultry,,,,,No,,,
19-64-90-87,Animal dung from ruminants and poultry,,,,,No,,,
19-66-00-98,Animal dung from ruminants and poultry,,,,,No,,,
19-66-50-75,Animal dung from ruminants and poultry,,,,,No,,,
19-66-77-38,Animal dung from ruminants and poultry,,,,,No,,,
19-67-59-83,Animal dung from ruminants and poultry,,,,,No,,,
19-68-24-69,Animal dung from ruminants and poultry,,,,,No,,,
19-70-12-35,Sting/Stingless bee honey,,,,Litres,Yes,,5000,
19-70-33-14,Animal dung from ruminants and poultry,,,,,No,,,
19-70-52-23,Animal dung from ruminants and poultry,,,,,No,,,
19-71-78-35,Sting/Stingless bee honey,30,0,40,Litres,Yes,25,10000,
19-73-68-74,Animal dung from ruminants and poultry,,,,,Yes,,,2266667
19-74-84-35,Animal dung from ruminants and poultry,,,,,No,,,
19-76-92-96,Animal dung from ruminants and poultry,,,,,No,,,
19-77-96-68,Animal dung from ruminants and poultry,,,,,No,,,
19-78-41-28,Animal dung from ruminants and poultry,,,,,No,,,
19-78-87-11,Animal dung from ruminants and poultry,,,,,No,,,
19-79-31-30,Animal dung from ruminants and poultry,,,,,No,,,
19-87-46-32,Animal dung from ruminants and poultry,,,,,No,,,
19-87-70-14,Animal dung from ruminants and poultry,,,,,No,,,
19-88-88-94,Animal dung from ruminants and poultry,,,,,No,,,
19-89-10-18,Animal dung from ruminants and poultry,,,,,No,,,
19-90-26-71,Animal dung from ruminants and poultry,,,,,No,,,
19-91-22-28,Animal dung from ruminants and poultry,,,,,No,,,
19-91-80-92,Animal dung from ruminants and poultry,,,,,No,,,
19-92-68-71,Animal dung from ruminants and poultry,,,,,No,,,
19-93-25-91,Animal dung from ruminants and poultry,,,,,No,,,
19-94-18-94,Animal dung from ruminants and poultry,,,,,No,,,
19-94-40-22,Animal dung from ruminants and poultry,,,,,No,,,
19-96-17-35,Animal dung from ruminants and poultry,,,,,No,,,
19-96-28-29,Animal dung from ruminants and poultry,,,,,No,,,
19-99-00-48,Animal dung from ruminants and poultry,,,,,No,,,
19-99-17-01,Animal dung from ruminants and poultry,,,,,No,,,
20-00-03-30,Animal dung from ruminants and poultry,,,,,No,,,
20-00-13-39,Animal dung from ruminants and poultry,,,,,No,,,
20-01-68-22,Animal dung from ruminants and poultry,,,,,No,,,
20-03-32-11,Animal dung from ruminants and poultry,,,,,No,,,
20-03-91-10,Animal dung from ruminants and poultry,,,,,No,,,
20-04-30-26,Animal dung from ruminants and poultry,,,,,No,,,
20-04-32-04,Animal dung from ruminants and poultry,,,,,No,,,
20-05-39-70,Animal dung from ruminants and poultry,,,,,No,,,
20-05-53-57,Animal dung from ruminants and poultry,,,,,No,,,
20-05-63-87,Animal dung from ruminants and poultry,,,,,No,,,
20-07-08-35,Animal dung from ruminants and poultry,,,,,No,,,
20-09-83-89,Animal dung from ruminants and poultry,,,,,No,,,
20-12-90-35,Animal dung from ruminants and poultry,,,,,No,,,
20-12-91-92,Animal dung from ruminants and poultry,,,,,No,,,
20-14-44-08,Animal dung from ruminants and poultry,,,,,No,,,
20-15-06-23,Animal dung from ruminants and poultry,,,,,No,,,
20-15-16-61,Animal dung from ruminants and poultry,,,,,No,,,
20-16-87-08,Animal dung from ruminants and poultry,,,,,No,,,
20-17-63-24,Animal dung from ruminants and poultry,,,,,No,,,
20-18-76-93,Animal dung from ruminants and poultry,,,,,No,,,
20-19-18-28,Animal dung from ruminants and poultry,,,,,No,,,
20-19-80-75,Animal dung from ruminants and poultry,,,,,No,,,
20-20-51-05,Animal dung from ruminants and poultry,,,,,No,,,
20-20-54-98,Animal dung from ruminants and poultry,,,,,No,,,
20-21-28-89,Animal dung from ruminants and poultry,,,,,No,,,
20-23-53-21,Animal dung from ruminants and poultry,,,,,No,,,
20-25-07-13,Animal dung from ruminants and poultry,,,,,No,,,
20-28-76-76,Animal dung from ruminants and poultry,,,,,No,,,
20-34-88-60,Animal dung from ruminants and poultry,,,,,No,,,
20-35-26-18,Animal dung from ruminants and poultry,,,,,No,,,
20-35-95-91,Animal dung from ruminants and poultry,,,,,No,,,
20-36-21-65,Animal dung from ruminants and poultry,,,,,No,,,
20-36-79-06,Animal dung from ruminants and poultry,,,,,No,,,
20-40-66-86,Animal dung from ruminants and poultry,,,,,No,,,
20-43-48-38,Animal dung from ruminants and poultry,,,,,No,,,
20-43-88-87,Animal dung from ruminants and poultry,,,,,No,,,
20-45-93-30,Animal dung from ruminants and poultry,,,,,No,,,
20-46-61-28,Animal dung from ruminants and poultry,,,,,No,,,
20-46-73-31,Animal dung from ruminants and poultry,,,,,No,,,
20-48-38-33,Animal dung from ruminants and poultry,,,,,No,,,
20-49-06-32,Animal dung from ruminants and poultry,,,,,No,,,
20-49-68-53,Animal dung from ruminants and poultry,,,,,No,,,
20-51-48-41,Animal dung from ruminants and poultry,,,,,No,,,
20-51-58-29,Animal dung from ruminants and poultry,,,,,No,,,
20-51-88-23,Animal dung from ruminants and poultry,,,,,No,,,
20-52-17-33,Animal dung from ruminants and poultry,,,,,Yes,,,60000
20-54-48-32,Animal dung from ruminants and poultry,,,,,Yes,,,30000
20-57-72-73,Animal dung from ruminants and poultry,,,,,No,,,
20-57-80-99,Sting/Stingless bee honey,0,128,25,Litres,Yes,25,10000,
20-58-24-82,Animal dung from ruminants and poultry,,,,,No,,,
20-59-41-44,Animal dung from ruminants and poultry,,,,,No,,,
20-59-93-30,Animal dung from ruminants and poultry,,,,,No,,,
20-62-05-79,Animal dung from ruminants and poultry,,,,,Yes,,,40000
20-67-42-15,Animal dung from ruminants and poultry,,,,,No,,,
20-68-65-50,Animal dung from ruminants and poultry,,,,,No,,,
20-70-10-06,Animal dung from ruminants and poultry,,,,,No,,,
20-74-00-27,Animal dung from ruminants and poultry,,,,,No,,,
20-77-68-68,Animal dung from ruminants and poultry,,,,,No,,,
20-79-89-19,Animal dung from ruminants and poultry,,,,,No,,,
20-80-64-86,Animal dung from ruminants and poultry,,,,,No,,,
20-81-21-11,Sting/Stingless bee honey,0,1,2,Litres,No,,,
20-81-59-12,Animal dung from ruminants and poultry,,,,,No,,,
20-85-93-91,Animal dung from ruminants and poultry,,,,,No,,,
20-86-03-60,Animal dung from ruminants and poultry,,,,,No,,,
20-87-28-73,Animal dung from ruminants and poultry,,,,,No,,,
20-90-73-98,Sting/Stingless bee honey,3,0,200,Litres,Yes,195,5000,
20-91-90-47,Animal dung from ruminants and poultry,,,,,No,,,
20-92-05-03,Animal dung from ruminants and poultry,,,,,No,,,
20-99-35-38,Animal dung from ruminants and poultry,,,,,No,,,
21-03-53-04,Animal dung from ruminants and poultry,,,,,No,,,
21-03-56-32,Animal dung from ruminants and poultry,,,,,No,,,
21-04-78-62,Animal dung from ruminants and poultry,,,,,No,,,
21-09-05-89,Animal dung from ruminants and poultry,,,,,No,,,
21-10-38-02,Animal dung from ruminants and poultry,,,,,No,,,
21-12-09-41,Animal dung from ruminants and poultry,,,,,No,,,
21-12-41-80,Sting/Stingless bee honey,5,0,10,Litres,Yes,4,5000,
21-13-01-32,Animal dung from ruminants and poultry,,,,,No,,,
21-13-97-90,Animal dung from ruminants and poultry,,,,,No,,,
21-14-32-93,Animal dung from ruminants and poultry,,,,,No,,,
21-14-90-11,Animal dung from ruminants and poultry,,,,,No,,,
21-17-06-91,Animal dung from ruminants and poultry,,,,,No,,,
21-17-90-47,Animal dung from ruminants and poultry,,,,,No,,,
21-21-52-95,Animal dung from ruminants and poultry,,,,,No,,,
21-25-08-97,Animal dung from ruminants and poultry,,,,,No,,,
21-27-70-26,Animal dung from ruminants and poultry,,,,,No,,,
21-27-95-03,Animal dung from ruminants and poultry,,,,,No,,,
21-29-25-61,Animal dung from ruminants and poultry,,,,,No,,,
21-30-52-84,Sting/Stingless bee honey,0,50,0,,,,,
21-31-23-04,Animal dung from ruminants and poultry,,,,,No,,,
21-33-97-48,Animal dung from ruminants and poultry,,,,,No,,,
21-40-31-90,Animal dung from ruminants and poultry,,,,,No,,,
21-41-51-95,Animal dung from ruminants and poultry,,,,,No,,,
21-41-90-45,Animal dung from ruminants and poultry,,,,,No,,,
21-42-20-02,Animal dung from ruminants and poultry,,,,,No,,,
21-44-72-83,Animal dung from ruminants and poultry,,,,,No,,,
21-47-37-14,Sting/Stingless bee honey,6,0,0,,,,,
21-47-47-47,Animal dung from ruminants and poultry,,,,,No,,,
21-48-98-40,Animal dung from ruminants and poultry,,,,,No,,,
21-49-28-35,Animal dung from ruminants and poultry,,,,,No,,,
21-52-53-01,Animal dung from ruminants and poultry,,,,,No,,,
21-52-78-52,Animal dung from ruminants and poultry,,,,,No,,,
21-53-35-43,Animal dung from ruminants and poultry,,,,,No,,,
21-53-39-78,Animal dung from ruminants and poultry,,,,,No,,,
21-54-27-18,Animal dung from ruminants and poultry,,,,,No,,,
21-55-53-85,Animal dung from ruminants and poultry,,,,,No,,,
21-55-92-22,Animal dung from ruminants and poultry,,,,,No,,,
21-56-81-20,Animal dung from ruminants and poultry,,,,,No,,,
21-59-84-20,Animal dung from ruminants and poultry,,,,,No,,,
21-60-48-40,Animal dung from ruminants and poultry,,,,,No,,,
21-60-64-00,Animal dung from ruminants and poultry,,,,,No,,,
21-64-40-63,Animal dung from ruminants and poultry,,,,,No,,,
21-65-61-55,Animal dung from ruminants and poultry,,,,,No,,,
21-66-62-20,Animal dung from ruminants and poultry,,,,,No,,,
21-67-35-93,Animal dung from ruminants and poultry,,,,,No,,,
21-69-36-90,Animal dung from ruminants and poultry,,,,,No,,,
21-69-83-25,Animal dung from ruminants and poultry,,,,,Yes,,,70000
21-74-13-40,Animal dung from ruminants and poultry,,,,,No,,,
21-75-08-50,Animal dung from ruminants and poultry,,,,,No,,,
21-75-16-79,Animal dung from ruminants and poultry,,,,,No,,,
21-75-18-15,Animal dung from ruminants and poultry,,,,,No,,,
21-76-32-23,Sting/Stingless bee honey,1,0,7,Litres,No,,,
21-77-02-69,Animal dung from ruminants and poultry,,,,,No,,,
21-77-15-16,Animal dung from ruminants and poultry,,,,,No,,,
21-78-60-01,Animal dung from ruminants and poultry,,,,,No,,,
21-80-23-24,Animal dung from ruminants and poultry,,,,,No,,,
21-80-48-99,Animal dung from ruminants and poultry,,,,,No,,,
21-84-10-66,Animal dung from ruminants and poultry,,,,,No,,,
21-84-69-63,Animal dung from ruminants and poultry,,,,,No,,,
21-85-46-51,Animal dung from ruminants and poultry,,,,,No,,,
21-85-51-07,Animal dung from ruminants and poultry,,,,,No,,,
21-87-18-24,Animal dung from ruminants and poultry,,,,,No,,,
21-88-26-63,Animal dung from ruminants and poultry,,,,,No,,,
21-89-00-95,Animal dung from ruminants and poultry,,,,,No,,,
21-91-92-28,Animal dung from ruminants and poultry,,,,,No,,,
21-93-19-63,Animal dung from ruminants and poultry,,,,,No,,,
21-95-10-20,Sting/Stingless bee honey,6,0,8,Litres,No,,,
21-95-10-20,Animal dung from ruminants and poultry,,,,,No,,,
21-95-29-98,Animal dung from ruminants and poultry,,,,,No,,,
21-98-55-58,Sting/Stingless bee honey,6,0,0,,,,,
21-98-62-53,Animal dung from ruminants and poultry,,,,,No,,,
21-98-95-67,Animal dung from ruminants and poultry,,,,,No,,,
21-99-01-92,Animal dung from ruminants and poultry,,,,,No,,,
22-01-06-77,Animal dung from ruminants and poultry,,,,,No,,,
22-01-66-29,Animal dung from ruminants and poultry,,,,,No,,,
22-02-99-09,Animal dung from ruminants and poultry,,,,,No,,,
22-07-01-33,Animal dung from ruminants and poultry,,,,,No,,,
22-07-05-00,Animal dung from ruminants and poultry,,,,,No,,,
22-09-51-36,Animal dung from ruminants and poultry,,,,,No,,,
22-10-70-49,Animal dung from ruminants and poultry,,,,,No,,,
22-11-87-57,Animal dung from ruminants and poultry,,,,,No,,,
22-14-93-21,Animal dung from ruminants and poultry,,,,,No,,,
22-16-31-67,Animal dung from ruminants and poultry,,,,,No,,,
22-17-31-67,Animal dung from ruminants and poultry,,,,,No,,,
22-17-38-78,Animal dung from ruminants and poultry,,,,,No,,,
22-26-29-61,Animal dung from ruminants and poultry,,,,,No,,,
22-28-24-59,Animal dung from ruminants and poultry,,,,,No,,,
22-29-00-36,Animal dung from ruminants and poultry,,,,,No,,,
22-31-50-12,Animal dung from ruminants and poultry,,,,,No,,,
22-31-59-50,Animal dung from ruminants and poultry,,,,,No,,,
22-31-68-55,Animal dung from ruminants and poultry,,,,,No,,,
22-34-27-56,Animal dung from ruminants and poultry,,,,,No,,,
22-34-40-69,Animal dung from ruminants and poultry,,,,,No,,,
22-42-75-60,Animal dung from ruminants and poultry,,,,,No,,,
22-42-93-64,Animal dung from ruminants and poultry,,,,,No,,,
22-43-76-55,Animal dung from ruminants and poultry,,,,,No,,,
22-47-37-81,Animal dung from ruminants and poultry,,,,,No,,,
22-49-39-08,Animal dung from ruminants and poultry,,,,,No,,,
22-49-74-39,Animal dung from ruminants and poultry,,,,,No,,,
22-51-95-69,Animal dung from ruminants and poultry,,,,,No,,,
22-53-21-43,Sting/Stingless bee honey,0,0,20,Litres,Yes,20,20000,
22-53-99-66,Animal dung from ruminants and poultry,,,,,No,,,
22-55-05-15,Animal dung from ruminants and poultry,,,,,No,,,
22-55-62-54,Animal dung from ruminants and poultry,,,,,No,,,
22-56-11-87,Animal dung from ruminants and poultry,,,,,No,,,
22-56-19-89,Animal dung from ruminants and poultry,,,,,No,,,
22-63-06-97,Animal dung from ruminants and poultry,,,,,No,,,
22-67-41-94,Animal dung from ruminants and poultry,,,,,No,,,
22-72-76-32,Animal dung from ruminants and poultry,,,,,No,,,
22-75-77-30,Animal dung from ruminants and poultry,,,,,No,,,
22-79-26-03,Animal dung from ruminants and poultry,,,,,No,,,
22-81-92-85,Animal dung from ruminants and poultry,,,,,No,,,
22-83-43-25,Animal dung from ruminants and poultry,,,,,No,,,
22-83-95-18,Animal dung from ruminants and poultry,,,,,Yes,,,70000
22-84-27-65,Animal dung from ruminants and poultry,,,,,No,,,
22-86-59-11,Animal dung from ruminants and poultry,,,,,No,,,
22-87-98-78,Animal dung from ruminants and poultry,,,,,No,,,
22-90-20-18,Animal dung from ruminants and poultry,,,,,Yes,,,6333
22-90-81-42,Animal dung from ruminants and poultry,,,,,No,,,
22-90-87-12,Animal dung from ruminants and poultry,,,,,No,,,
22-91-08-30,Animal dung from ruminants and poultry,,,,,Yes,,,43333
22-94-22-28,Animal dung from ruminants and poultry,,,,,No,,,
22-96-02-82,Animal dung from ruminants and poultry,,,,,No,,,
22-97-69-46,Animal dung from ruminants and poultry,,,,,No,,,
22-99-35-38,Animal dung from ruminants and poultry,,,,,No,,,
23-00-40-94,Animal dung from ruminants and poultry,,,,,No,,,
23-02-79-47,Animal dung from ruminants and poultry,,,,,No,,,
23-03-22-07,Animal dung from ruminants and poultry,,,,,No,,,
23-09-40-89,Animal dung from ruminants and poultry,,,,,No,,,
23-10-63-33,Animal dung from ruminants and poultry,,,,,No,,,
23-12-94-60,Sting/Stingless bee honey,5,0,20,Litres,No,,,
23-12-94-60,Animal dung from ruminants and poultry,,,,,No,,,
23-14-52-67,Animal dung from ruminants and poultry,,,,,No,,,
23-19-42-47,Animal dung from ruminants and poultry,,,,,No,,,
23-34-48-60,Animal dung from ruminants and poultry,,,,,No,,,
23-34-90-38,Animal dung from ruminants and poultry,,,,,No,,,
23-35-04-19,Animal dung from ruminants and poultry,,,,,No,,,
23-37-13-75,Animal dung from ruminants and poultry,,,,,No,,,
23-40-16-61,Animal dung from ruminants and poultry,,,,,No,,,
23-41-83-73,Animal dung from ruminants and poultry,,,,,No,,,
23-46-75-99,Animal dung from ruminants and poultry,,,,,No,,,
23-48-35-24,Sting/Stingless bee honey,,,,,,,,
23-49-99-76,Animal dung from ruminants and poultry,,,,,No,,,
23-50-42-90,Animal dung from ruminants and poultry,,,,,No,,,
23-51-28-09,Animal dung from ruminants and poultry,,,,,No,,,
23-51-50-44,Animal dung from ruminants and poultry,,,,,No,,,
23-53-00-91,Animal dung from ruminants and poultry,,,,,No,,,
23-58-47-36,Animal dung from ruminants and poultry,,,,,No,,,
23-59-23-55,Animal dung from ruminants and poultry,,,,,No,,,
23-59-92-89,Animal dung from ruminants and poultry,,,,,No,,,
23-61-91-89,Animal dung from ruminants and poultry,,,,,No,,,
23-62-44-45,Animal dung from ruminants and poultry,,,,,No,,,
23-63-34-87,Animal dung from ruminants and poultry,,,,,No,,,
23-64-53-62,Animal dung from ruminants and poultry,,,,,No,,,
23-66-26-97,Animal dung from ruminants and poultry,,,,,No,,,
23-67-37-45,Animal dung from ruminants and poultry,,,,,No,,,
23-69-37-91,Animal dung from ruminants and poultry,,,,,No,,,
23-69-56-68,Animal dung from ruminants and poultry,,,,,Yes,,,200000
23-69-96-20,Animal dung from ruminants and poultry,,,,,No,,,
23-73-42-99,Animal dung from ruminants and poultry,,,,,No,,,
23-73-45-88,Animal dung from ruminants and poultry,,,,,No,,,
23-74-87-83,Animal dung from ruminants and poultry,,,,,No,,,
23-77-59-69,Animal dung from ruminants and poultry,,,,,No,,,
23-80-18-93,Animal dung from ruminants and poultry,,,,,No,,,
23-80-84-71,Animal dung from ruminants and poultry,,,,,No,,,
23-86-70-18,Animal dung from ruminants and poultry,,,,,No,,,
23-87-49-13,Animal dung from ruminants and poultry,,,,,No,,,
23-88-72-27,Animal dung from ruminants and poultry,,,,,No,,,
23-90-05-64,Animal dung from ruminants and poultry,,,,,No,,,
23-91-41-40,Animal dung from ruminants and poultry,,,,,No,,,
23-94-27-68,Animal dung from ruminants and poultry,,,,,No,,,
23-98-88-58,Animal dung from ruminants and poultry,,,,,No,,,
23-99-35-85,Animal dung from ruminants and poultry,,,,,No,,,
24-02-28-72,Animal dung from ruminants and poultry,,,,,No,,,
24-02-53-85,Animal dung from ruminants and poultry,,,,,Yes,,,150000
24-04-98-88,Animal dung from ruminants and poultry,,,,,No,,,
24-06-30-70,Animal dung from ruminants and poultry,,,,,No,,,
24-06-46-16,Animal dung from ruminants and poultry,,,,,No,,,
24-15-95-69,Animal dung from ruminants and poultry,,,,,No,,,
24-18-87-41,Animal dung from ruminants and poultry,,,,,No,,,
24-21-37-11,Animal dung from ruminants and poultry,,,,,Yes,,,55333
24-22-52-25,Animal dung from ruminants and poultry,,,,,No,,,
24-23-35-33,Animal dung from ruminants and poultry,,,,,No,,,
24-23-78-67,Animal dung from ruminants and poultry,,,,,No,,,
24-24-23-32,Animal dung from ruminants and poultry,,,,,No,,,
24-28-21-20,Animal dung from ruminants and poultry,,,,,No,,,
24-28-95-05,Animal dung from ruminants and poultry,,,,,No,,,
24-28-99-79,Animal dung from ruminants and poultry,,,,,No,,,
24-29-62-66,Animal dung from ruminants and poultry,,,,,No,,,
24-30-60-21,Animal dung from ruminants and poultry,,,,,No,,,
24-31-25-82,Animal dung from ruminants and poultry,,,,,No,,,
24-31-43-18,Animal dung from ruminants and poultry,,,,,No,,,
24-33-13-15,Animal dung from ruminants and poultry,,,,,No,,,
24-43-50-24,Animal dung from ruminants and poultry,,,,,No,,,
24-43-62-76,Animal dung from ruminants and poultry,,,,,No,,,
24-46-48-74,Animal dung from ruminants and poultry,,,,,Yes,,,45000
24-46-78-14,Animal dung from ruminants and poultry,,,,,No,,,
24-50-18-06,Animal dung from ruminants and poultry,,,,,No,,,
24-51-21-02,Animal dung from ruminants and poultry,,,,,No,,,
24-52-38-86,Animal dung from ruminants and poultry,,,,,No,,,
24-52-42-80,Animal dung from ruminants and poultry,,,,,No,,,
24-52-68-04,Animal dung from ruminants and poultry,,,,,No,,,
24-54-61-59,Animal dung from ruminants and poultry,,,,,No,,,
24-54-76-60,Animal dung from ruminants and poultry,,,,,No,,,
24-55-21-01,Animal dung from ruminants and poultry,,,,,No,,,
24-55-32-89,Animal dung from ruminants and poultry,,,,,No,,,
24-55-93-55,Animal dung from ruminants and poultry,,,,,No,,,
24-56-77-02,Animal dung from ruminants and poultry,,,,,No,,,
