holding_id,FIELD__id,s3q03,s3q04a_hectares
12-48-65-23,1,Inherited,0
12-48-65-23,2,Rented or leased in,0
12-48-65-23,3,Rented or leased in,0
12-48-71-53,1,Rented or leased in,2
12-48-79-64,1,Inherited,1
12-48-86-49,1,Inherited,0
12-48-87-17,1,Purchased,0
12-49-00-18,1,Borrowed for free,0
12-49-33-70,1,Inherited,0
12-49-33-70,2,Inherited,4
12-49-63-40,1,Inherited,1
12-50-16-52,1,Customary right of occupancy,0
12-50-16-52,2,Rented or leased in,0
12-50-43-07,1,Purchased,1
12-50-43-07,2,Purchased,1
12-50-43-07,3,Purchased,1
12-50-58-78,1,Inherited,0
12-50-58-78,2,Rented or leased in,0
12-50-58-78,3,Rented or leased in,0
12-50-58-78,4,Rented or leased in,0
12-50-74-55,1,Inherited,0
12-50-74-55,2,Rented or leased in,0
12-50-98-85,1,Customary right of occupancy,0
12-50-98-85,2,Inherited,0
12-51-10-09,1,Borrowed for free,0
12-51-10-09,2,Borrowed for free,0
12-51-10-09,3,Inherited,0
12-51-10-09,4,Borrowed for free,0
12-51-10-09,5,Inherited,1
12-51-19-72,1,Inherited,0
12-51-40-13,1,Rented or leased in,0
12-51-51-44,1,Purchased,3
12-51-78-16,1,Customary right of occupancy,0
12-52-03-72,1,Purchased,5
12-52-03-72,2,Purchased,1
12-52-08-32,1,Purchased,0
12-52-16-29,1,Granted right of occupancy,1
12-52-38-04,1,Granted right of occupancy,1
12-52-78-65,1,Inherited,0
12-52-82-85,1,Customary right of occupancy,1
12-52-82-85,2,Customary right of occupancy,0
12-53-10-92,1,Customary right of occupancy,0
12-53-10-92,2,Borrowed for free,1
12-53-13-79,1,Inherited,4
12-53-13-79,2,Inherited,0
12-53-54-97,1,Purchased,0
12-53-54-97,2,Purchased,1
12-53-54-97,4,Customary right of occupancy,0
12-53-54-97,5,Inherited,0
12-53-54-97,6,Purchased,1
12-53-90-24,1,Rented or leased in,0
12-53-90-24,2,Inherited,2
12-53-98-33,1,Inherited,0
12-53-98-33,2,Inherited,0
12-53-99-85,1,Inherited,0
12-53-99-85,2,Purchased,0
12-53-99-85,3,Purchased,1
12-54-42-84,1,Customary right of occupancy,1
12-54-42-84,2,Rented or leased in,1
12-54-42-84,3,Customary right of occupancy,1
12-54-61-88,1,Purchased,1
12-54-61-88,2,Purchased,0
12-54-61-88,3,Purchased,0
12-54-89-86,1,Purchased,1
12-54-89-86,2,Rented or leased in,1
12-54-91-67,1,Customary right of occupancy,0
12-54-92-11,1,Inherited,20
12-54-92-11,2,Purchased,40
12-54-92-11,3,Purchased,24
12-54-92-11,5,Purchased,16
12-54-92-41,1,Other,1
12-55-05-79,1,Inherited,0
12-55-05-79,2,Borrowed for free,0
12-55-10-72,1,Rented or leased in,0
12-55-10-72,2,Inherited,0
12-55-36-64,1,Inherited,0
12-55-79-54,1,Rented or leased in,1
12-55-79-54,2,Customary right of occupancy,0
12-56-21-52,1,Customary right of occupancy,0
12-56-29-26,1,Granted right of occupancy,2
12-56-42-68,1,Purchased,0
12-56-42-68,2,Inherited,0
12-56-43-24,1,Borrowed for free,0
12-56-61-21,1,Borrowed for free,0
12-56-75-04,1,Inherited,1
12-56-75-04,2,Inherited,1
12-56-75-04,3,Inherited,0
12-56-77-82,1,Rented or leased in,1
12-56-78-55,1,Granted right of occupancy,0
12-57-42-93,1,Customary right of occupancy,1
12-57-52-92,1,Purchased,2
12-57-53-75,1,Rented or leased in,1
12-57-65-80,1,Customary right of occupancy,1
12-57-65-80,2,Customary right of occupancy,0
12-57-81-38,1,Inherited,0
12-57-81-38,2,Customary right of occupancy,0
12-57-84-36,1,Granted right of occupancy,0
12-57-84-36,2,Borrowed for free,0
12-57-96-68,1,Inherited,0
12-57-97-19,1,Purchased,0
12-57-97-19,2,Purchased,0
12-58-10-90,1,Customary right of occupancy,0
12-58-63-46,1,Customary right of occupancy,4
12-58-89-10,1,Inherited,0
12-58-94-11,1,Inherited,0
12-58-99-55,1,Rented or leased in,0
12-58-99-55,2,Borrowed for free,0
12-58-99-55,3,Rented or leased in,0
12-59-12-83,1,Customary right of occupancy,0
12-59-29-36,1,Customary right of occupancy,1
12-59-57-53,1,Rented or leased in,1
12-60-27-81,1,Customary right of occupancy,0
12-60-27-81,2,Customary right of occupancy,0
12-60-32-68,1,Inherited,1
12-60-91-43,2,Purchased,0
12-60-91-43,3,Purchased,0
12-61-15-28,1,Customary right of occupancy,2
12-61-15-28,2,Customary right of occupancy,1
12-61-20-85,1,Purchased,1
12-61-35-91,1,Inherited,1
12-61-35-91,2,Inherited,2
12-61-43-76,1,Customary right of occupancy,18
12-61-43-76,2,Purchased,14
12-61-65-91,1,Purchased,2
12-61-67-53,1,Rented or leased in,0
12-61-77-82,1,Customary right of occupancy,2
12-61-91-16,1,Purchased,0
12-62-23-67,1,Customary right of occupancy,0
12-62-23-67,2,Inherited,1
12-62-77-69,1,Customary right of occupancy,1
12-62-77-69,2,Purchased,1
12-62-80-40,1,Customary right of occupancy,1
12-62-80-40,2,Customary right of occupancy,2
12-63-22-55,1,Rented or leased in,4
12-63-22-73,1,Rented or leased in,0
12-63-35-51,1,Inherited,0
12-63-35-51,2,Inherited,0
12-63-45-28,1,Inherited,0
12-63-47-72,1,Other,0
12-63-55-44,1,Inherited,0
12-63-55-44,2,Inherited,1
12-64-03-55,1,Rented or leased in,6
12-64-03-55,2,Rented or leased in,1
12-64-03-55,3,Rented or leased in,5
12-64-18-31,1,Rented or leased in,0
12-64-38-55,1,Purchased,2
12-64-69-56,1,Rented or leased in,1
12-64-74-07,1,Purchased,0
12-64-74-07,2,Inherited,0
12-64-74-07,3,Inherited,0
12-64-93-20,1,Granted right of occupancy,1
12-64-93-20,2,Rented or leased in,0
12-64-95-80,1,Inherited,0
12-65-37-59,1,Rented or leased in,0
12-65-59-31,1,Customary right of occupancy,2
12-65-59-31,2,Borrowed for free,2
12-65-76-32,1,Customary right of occupancy,0
12-65-76-32,2,Customary right of occupancy,0
12-66-03-67,1,Purchased,3
12-66-03-67,2,Customary right of occupancy,1
12-66-09-69,1,Customary right of occupancy,0
12-66-23-56,1,Customary right of occupancy,0
12-66-26-42,1,,1
12-66-26-42,2,Customary right of occupancy,2
12-66-37-65,1,Customary right of occupancy,0
12-66-39-57,1,Customary right of occupancy,1
12-66-49-58,1,Inherited,0
12-66-49-58,2,Inherited,0
12-66-49-58,3,Inherited,0
12-66-49-58,4,Inherited,0
12-66-65-66,1,Inherited,1
12-66-96-51,1,Purchased,0
12-66-96-51,2,Purchased,1
12-67-31-25,1,Granted right of occupancy,0
12-67-31-25,2,Granted right of occupancy,0
12-67-34-43,1,Rented or leased in,1
12-67-54-60,1,Borrowed for free,0
12-67-81-76,1,Purchased,0
12-67-81-76,2,Inherited,0
12-67-83-18,1,Purchased,0
12-67-83-18,2,Borrowed for free,0
12-67-87-80,1,Customary right of occupancy,0
12-67-87-80,2,Other,0
12-68-48-72,1,Customary right of occupancy,0
12-68-58-87,1,Rented or leased in,0
12-68-93-57,1,Inherited,0
12-68-93-57,2,Inherited,0
12-69-10-84,1,Purchased,2
12-69-10-84,2,Purchased,2
12-69-10-84,3,Purchased,1
12-69-10-84,4,Purchased,3
12-69-10-84,5,Purchased,0
12-69-10-84,6,Purchased,0
12-69-10-84,7,Purchased,0
12-69-50-24,1,Rented or leased in,1
12-69-50-24,2,Borrowed for free,0
12-69-50-24,3,Rented or leased in,1
12-69-50-24,4,Customary right of occupancy,0
12-69-55-35,1,Inherited,0
12-69-55-35,2,Inherited,0
12-69-58-50,1,Rented or leased in,0
12-69-58-50,2,Rented or leased in,0
12-69-69-37,1,Inherited,1
12-69-97-39,1,Rented or leased in,0
12-70-02-57,1,Granted right of occupancy,0
12-70-15-70,1,Inherited,0
12-70-15-70,2,Inherited,1
12-70-45-58,1,Rented or leased in,1
12-70-86-03,1,Inherited,0
12-70-86-03,2,Inherited,0
12-70-86-03,3,Inherited,0
12-70-91-63,1,Customary right of occupancy,0
12-70-91-86,1,Purchased,3
12-71-08-77,1,Purchased,2
12-71-14-57,1,Customary right of occupancy,1
12-71-19-94,1,Inherited,0
12-71-74-18,1,Purchased,1
12-71-74-18,2,Purchased,2
12-71-93-62,1,Granted right of occupancy,0
12-72-22-33,1,Inherited,1
12-72-29-53,1,Customary right of occupancy,1
12-72-29-53,2,Customary right of occupancy,1
12-72-79-22,1,Inherited,2
12-72-91-74,1,Purchased,0
12-72-91-74,2,Purchased,1
12-73-07-72,1,Customary right of occupancy,2
12-73-07-72,2,Customary right of occupancy,1
12-73-38-83,1,Rented or leased in,1
12-73-46-72,1,Borrowed for free,0
12-73-59-88,1,Rented or leased in,0
12-73-62-47,1,Rented or leased in,0
12-73-62-47,2,Borrowed for free,0
12-73-65-83,1,Customary right of occupancy,0
12-73-65-83,2,Customary right of occupancy,0
12-74-02-55,1,Inherited,1
12-74-02-55,2,Customary right of occupancy,1
12-74-02-55,3,Customary right of occupancy,0
12-74-02-55,4,Customary right of occupancy,0
12-74-14-62,1,Borrowed for free,1
12-74-22-93,1,Customary right of occupancy,2
12-74-36-17,1,Borrowed for free,1
12-74-48-96,1,Inherited,3
12-74-50-51,1,Customary right of occupancy,2
12-74-66-07,1,Other,1
12-74-66-07,2,Other,0
12-74-84-10,1,Purchased,0
12-74-84-10,2,Rented or leased in,0
12-74-93-21,1,Customary right of occupancy,1
12-74-93-21,2,Customary right of occupancy,1
12-74-93-21,3,Customary right of occupancy,1
12-74-93-65,1,Customary right of occupancy,1
12-74-97-18,1,Rented or leased in,0
12-75-14-70,1,Purchased,2
12-75-14-70,3,Purchased,4
12-75-14-74,1,Purchased,0
12-75-33-25,1,Inherited,0
12-75-33-25,2,Rented or leased in,0
12-75-57-53,1,Inherited,0
12-75-57-53,2,Granted right of occupancy,0
12-75-57-53,3,Granted right of occupancy,1
12-75-80-07,1,Rented or leased in,1
12-75-85-29,1,Rented or leased in,0
12-75-99-23,1,Inherited,2
12-76-03-78,1,Inherited,0
12-76-03-78,2,Borrowed for free,0
12-76-05-05,1,Purchased,1
12-76-08-45,1,Rented or leased in,1
12-76-32-96,1,Customary right of occupancy,1
12-76-64-83,1,Customary right of occupancy,0
12-76-64-83,2,Inherited,1
12-76-66-51,1,Rented or leased in,1
12-76-74-75,1,Purchased,2
12-76-74-75,2,Purchased,1
12-76-74-75,3,Purchased,1
12-76-90-90,1,Inherited,0
12-76-90-90,2,Inherited,1
12-76-90-90,3,Purchased,0
12-76-97-02,1,Granted right of occupancy,1
12-76-97-02,2,Borrowed for free,1
12-77-14-49,1,Purchased,0
12-77-54-53,1,Inherited,2
12-77-54-53,2,Purchased,0
12-77-54-53,3,Purchased,0
12-77-58-18,1,Customary right of occupancy,1
12-77-70-19,1,Purchased,1
12-77-70-19,2,Purchased,0
12-77-82-53,1,Customary right of occupancy,1
12-77-82-53,2,Customary right of occupancy,2
12-78-04-82,1,Borrowed for free,0
12-78-04-92,1,Customary right of occupancy,0
12-78-07-90,1,Purchased,4
12-78-35-84,1,Inherited,2
12-78-41-20,1,Inherited,0
12-78-43-03,1,Granted right of occupancy,3
12-78-53-69,1,Customary right of occupancy,2
12-78-53-69,2,Customary right of occupancy,2
12-78-73-27,1,Rented or leased in,1
12-78-94-19,1,Customary right of occupancy,0
12-78-94-19,2,Rented or leased in,2
12-79-13-37,1,Rented or leased in,1
12-79-15-24,1,Inherited,1
12-79-18-49,1,Purchased,1
12-79-39-28,1,Inherited,0
12-79-47-00,1,Customary right of occupancy,6
12-79-58-05,1,Rented or leased in,0
12-79-58-05,2,Rented or leased in,0
12-79-58-05,3,Rented or leased in,0
12-79-65-29,1,Granted right of occupancy,10
12-79-65-29,2,Granted right of occupancy,32
12-79-68-15,1,Rented or leased in,0
12-80-17-68,1,Purchased,0
12-80-18-37,1,Rented or leased in,0
12-80-19-05,1,Purchased,0
12-80-19-05,2,Granted right of occupancy,0
12-80-19-05,3,Purchased,0
12-80-76-07,1,Customary right of occupancy,1
12-81-00-10,1,Customary right of occupancy,1
12-81-34-10,1,Granted right of occupancy,1734
12-81-73-89,1,Borrowed for free,0
12-81-73-89,2,Inherited,0
12-81-73-89,3,Granted right of occupancy,0
12-81-92-06,1,Customary right of occupancy,0
12-81-92-06,2,Customary right of occupancy,0
12-82-41-90,1,Customary right of occupancy,0
12-82-41-90,2,Customary right of occupancy,0
12-82-45-49,1,Rented or leased in,0
12-82-54-81,1,Customary right of occupancy,1
12-82-54-81,2,Customary right of occupancy,1
12-82-59-86,1,Customary right of occupancy,1
12-82-59-86,2,Customary right of occupancy,1
12-82-59-86,3,Customary right of occupancy,1
12-82-91-35,1,Purchased,0
12-83-07-34,1,Customary right of occupancy,1
12-83-12-76,1,Rented or leased in,0
12-83-12-76,2,Rented or leased in,0
12-83-17-54,1,Purchased,0
12-83-18-51,1,Purchased,1
12-83-21-33,1,Purchased,1
12-83-81-50,1,Purchased,1
12-83-81-50,2,Rented or leased in,1
12-83-81-50,3,Borrowed for free,1
12-83-85-65,1,Inherited,0
12-83-85-65,2,Inherited,0
12-83-89-06,1,Customary right of occupancy,0
12-84-17-32,1,Customary right of occupancy,0
12-84-46-44,1,Rented or leased in,0
12-84-46-44,2,Rented or leased in,0
12-85-30-57,1,Inherited,0
12-85-89-50,1,Customary right of occupancy,1
12-86-18-01,1,Purchased,3
12-86-19-41,1,Rented or leased in,0
12-86-27-87,1,Customary right of occupancy,1
12-86-45-82,1,Inherited,1
12-86-57-25,1,Borrowed for free,0
12-87-16-88,1,Inherited,0
12-87-30-11,1,Customary right of occupancy,0
12-87-52-63,1,Customary right of occupancy,2
12-87-52-63,2,Customary right of occupancy,1
12-87-52-63,3,Customary right of occupancy,1
12-87-54-37,1,Inherited,1
12-87-54-81,1,Customary right of occupancy,1
12-87-54-81,2,Customary right of occupancy,0
12-87-60-40,1,Customary right of occupancy,0
12-87-68-61,1,Customary right of occupancy,8
12-87-78-80,1,Customary right of occupancy,1
12-87-79-26,1,Customary right of occupancy,1
12-87-79-26,2,Customary right of occupancy,0
12-87-79-26,3,Rented or leased in,0
12-87-81-64,1,Purchased,1
12-87-96-27,1,Other,2
12-88-38-13,1,Customary right of occupancy,1
12-88-38-99,1,Customary right of occupancy,1
12-88-38-99,2,Customary right of occupancy,1
12-88-39-06,1,Borrowed for free,0
12-88-47-23,1,Borrowed for free,2
12-88-51-17,1,Borrowed for free,1
12-88-51-17,2,Granted right of occupancy,1
12-88-51-17,3,Rented or leased in,0
12-88-53-19,1,Inherited,1
12-89-12-05,1,Customary right of occupancy,0
12-89-79-77,1,Customary right of occupancy,0
12-90-36-70,1,Customary right of occupancy,1
12-90-36-70,2,Rented or leased in,0
12-90-36-91,1,Granted right of occupancy,0
12-90-36-91,2,Rented or leased in,3
12-90-62-29,1,Inherited,1
12-90-62-29,2,Rented or leased in,0
12-90-78-05,1,Customary right of occupancy,0
12-90-78-05,2,Customary right of occupancy,0
12-90-78-32,1,Customary right of occupancy,0
12-90-80-25,1,Purchased,0
12-90-80-25,2,Purchased,1
12-90-80-25,3,Purchased,1
12-90-92-63,1,Customary right of occupancy,1
12-90-92-63,2,Other,0
12-90-92-63,3,Other,0
12-91-04-87,1,Purchased,1
12-91-04-87,2,Customary right of occupancy,0
12-91-04-87,3,Customary right of occupancy,0
12-91-08-33,1,Inherited,0
12-91-10-39,1,Customary right of occupancy,0
12-91-10-39,2,Customary right of occupancy,0
12-91-44-09,1,Granted right of occupancy,2
12-91-44-09,2,Customary right of occupancy,0
12-91-60-88,1,Granted right of occupancy,1
12-91-60-88,2,Granted right of occupancy,1
12-91-60-88,3,Granted right of occupancy,0
12-91-69-89,1,Customary right of occupancy,1
12-92-12-21,1,Customary right of occupancy,2
12-92-17-27,1,Rented or leased in,2
12-92-22-35,1,Inherited,4
12-92-22-35,2,Other,1
12-92-45-66,1,Purchased,3369
12-92-47-03,1,Granted right of occupancy,1
12-92-52-40,1,Customary right of occupancy,0
12-92-52-40,2,Inherited,0
12-92-55-34,1,Purchased,0
12-92-55-34,2,Purchased,2
12-92-64-75,1,Inherited,2
12-94-11-55,1,Customary right of occupancy,0
12-94-11-55,2,Inherited,2
12-94-12-04,1,Inherited,1
12-94-17-08,1,Purchased,1
12-94-17-08,2,Inherited,2
12-94-23-25,1,Inherited,0
12-94-26-75,1,Granted right of occupancy,1
12-94-89-43,1,Granted right of occupancy,4
12-94-99-91,1,Purchased,0
12-94-99-91,2,Granted right of occupancy,0
12-95-05-12,1,Inherited,0
12-95-05-12,2,Rented or leased in,0
12-95-16-28,1,Customary right of occupancy,0
12-95-27-07,1,Borrowed for free,1
12-95-28-85,1,Purchased,0
12-95-28-85,2,Inherited,1
12-95-28-85,3,Inherited,0
12-95-28-85,4,Inherited,1
12-95-53-13,1,Rented or leased in,1
12-96-33-82,1,Customary right of occupancy,0
12-96-80-35,1,Inherited,0
12-96-82-12,1,Purchased,1
12-96-82-12,2,Inherited,1
12-96-82-12,3,Inherited,2
12-97-01-95,1,Borrowed for free,0
12-97-09-07,1,Inherited,1
12-97-12-70,1,Purchased,0
12-97-12-70,2,Purchased,0
12-97-12-70,3,Purchased,1
12-97-21-91,1,Purchased,2
12-97-21-91,2,Purchased,2
12-97-21-91,3,Rented or leased in,2
12-97-61-64,1,Customary right of occupancy,0
12-97-75-43,1,Borrowed for free,0
12-98-07-38,1,Inherited,1
12-98-07-38,2,Borrowed for free,0
12-98-07-38,3,Purchased,0
12-98-48-14,1,Customary right of occupancy,1
12-98-48-14,2,Purchased,0
12-99-05-55,1,Purchased,1
12-99-10-88,1,Inherited,1
12-99-31-27,1,Customary right of occupancy,0
12-99-31-27,2,Rented or leased in,0
12-99-38-16,1,Inherited,0
12-99-89-44,1,Purchased,0
12-99-89-44,2,Purchased,0
12-99-89-44,3,Purchased,0
12-99-94-16,1,Purchased,0
13-00-03-42,1,Inherited,1
13-00-15-41,1,Purchased,1
13-00-74-56,1,Granted right of occupancy,1
13-00-94-90,1,Rented or leased in,0
13-00-94-90,2,Inherited,0
13-00-94-90,3,Inherited,0
13-00-94-90,4,Inherited,0
13-01-02-37,1,Inherited,8
13-01-05-04,1,Rented or leased in,0
13-01-05-04,2,Purchased,0
13-01-22-31,1,Inherited,1
13-01-31-50,1,Inherited,0
13-01-37-16,1,Customary right of occupancy,0
13-01-51-23,1,Purchased,1
13-01-51-23,2,Rented or leased in,0
13-01-55-96,1,Customary right of occupancy,0
13-02-43-05,1,Purchased,6
13-03-25-19,1,Borrowed for free,1
13-03-97-14,1,Granted right of occupancy,2
13-04-24-19,1,Purchased,2
13-05-34-69,1,Inherited,1
13-05-55-16,1,Rented or leased in,1
13-05-55-16,2,Rented or leased in,0
13-05-55-16,3,Rented or leased in,0
13-05-58-40,1,Rented or leased in,0
13-05-73-21,1,Purchased,1
13-05-73-21,2,Inherited,1
13-05-73-21,3,Purchased,1
13-05-89-76,1,Inherited,0
13-05-89-76,2,Inherited,0
13-06-15-77,1,Customary right of occupancy,1
13-06-16-55,1,Customary right of occupancy,2
13-06-16-55,2,Customary right of occupancy,0
13-06-16-55,3,Customary right of occupancy,0
13-06-38-33,1,Inherited,1
13-06-62-52,1,Customary right of occupancy,1
13-06-65-47,1,Other,4
13-06-95-91,1,Inherited,2
13-06-95-91,2,Inherited,1
13-06-95-91,3,Inherited,0
13-07-68-44,1,Inherited,1
13-07-90-49,1,Granted right of occupancy,0
13-08-09-07,1,Rented or leased in,1
13-08-09-07,2,Borrowed for free,0
13-08-09-07,3,Inherited,0
13-08-15-88,1,Customary right of occupancy,0
13-08-26-31,1,Rented or leased in,0
13-08-26-65,1,Inherited,1
13-08-28-94,1,Rented or leased in,1
13-08-28-94,2,Rented or leased in,0
13-08-28-94,3,Purchased,0
13-08-41-63,1,Borrowed for free,1
13-08-41-63,2,Inherited,0
13-08-41-63,3,Borrowed for free,0
13-08-41-63,4,Borrowed for free,0
13-08-41-63,5,Granted right of occupancy,1
13-08-42-22,1,Customary right of occupancy,0
13-08-42-22,2,Rented or leased in,0
13-08-64-72,1,Inherited,2
13-08-82-26,1,Customary right of occupancy,0
13-09-11-46,1,Rented or leased in,1
13-09-32-98,1,Inherited,0
13-09-32-98,2,Purchased,0
13-09-32-98,3,Inherited,0
13-09-32-98,4,Inherited,0
13-09-40-95,1,Purchased,0
13-09-40-95,2,Rented or leased in,0
13-09-47-84,1,Rented or leased in,0
13-09-47-84,2,Purchased,0
13-10-25-82,1,Customary right of occupancy,0
13-10-25-82,2,Customary right of occupancy,1
13-10-32-04,1,Granted right of occupancy,0
13-10-35-75,1,Rented or leased in,0
13-10-40-07,1,Inherited,0
13-10-40-74,1,Borrowed for free,0
13-10-48-04,1,Rented or leased in,0
13-10-48-59,1,Customary right of occupancy,1
13-10-48-59,2,Customary right of occupancy,0
13-10-49-64,1,Inherited,0
13-10-49-64,2,Inherited,0
13-10-62-01,1,Rented or leased in,0
13-10-75-40,1,Borrowed for free,0
13-10-75-40,2,Rented or leased in,0
13-11-23-10,2,Borrowed for free,1
13-11-39-59,1,Customary right of occupancy,1
13-11-41-36,1,Inherited,1
13-11-70-08,1,Inherited,0
13-11-70-08,2,Inherited,0
13-11-70-08,3,Inherited,0
13-11-70-08,4,Other,0
13-11-91-76,1,Granted right of occupancy,1
13-12-07-94,1,Borrowed for free,0
13-12-34-39,1,Inherited,2
13-12-39-69,1,Customary right of occupancy,0
13-12-39-69,2,Customary right of occupancy,1
13-12-42-18,1,Inherited,1
13-12-42-18,2,Inherited,2
13-12-42-18,3,Purchased,3
13-12-58-53,1,Rented or leased in,0
13-12-60-62,1,Customary right of occupancy,0
13-12-78-42,1,Rented or leased in,1
13-12-78-42,2,Rented or leased in,0
13-12-80-32,1,Granted right of occupancy,627
13-13-00-96,1,Granted right of occupancy,1
13-13-00-96,2,Granted right of occupancy,0
13-13-00-96,3,Granted right of occupancy,0
13-13-16-31,1,Customary right of occupancy,0
13-13-50-69,1,Purchased,1
13-13-50-69,2,Purchased,0
13-13-62-42,1,Granted right of occupancy,4
13-13-67-92,1,Inherited,0
13-13-67-92,2,Rented or leased in,1
13-13-77-25,1,Purchased,1
13-13-80-49,1,Rented or leased in,0
13-14-24-94,1,Granted right of occupancy,4
13-14-38-05,1,Borrowed for free,0
13-14-38-05,2,Borrowed for free,0
13-14-38-05,3,Borrowed for free,0
13-14-48-91,1,Purchased,1
13-14-48-91,2,Purchased,1
13-15-00-42,1,Inherited,1
13-15-18-82,1,Purchased,4
13-15-18-82,2,Purchased,2
13-15-18-82,3,Rented or leased in,1
13-15-18-82,4,Rented or leased in,1
13-15-18-82,5,Rented or leased in,0
13-15-18-82,6,Purchased,0
13-15-18-82,7,Purchased,0
13-15-41-94,1,Customary right of occupancy,1
13-15-44-39,1,Borrowed for free,1
13-15-83-14,1,Inherited,0
13-16-03-51,1,Granted right of occupancy,6
13-16-03-51,2,Inherited,3
13-16-09-45,1,Purchased,1
13-16-94-06,1,Borrowed for free,1
13-16-94-06,2,Borrowed for free,2
13-16-94-06,3,Borrowed for free,0
13-17-65-98,1,Customary right of occupancy,1
13-17-71-28,1,Inherited,0
13-17-71-28,2,Inherited,0
13-17-71-28,3,Inherited,0
13-17-71-28,4,Inherited,0
13-17-91-46,1,Customary right of occupancy,1
13-18-15-55,1,Inherited,0
13-18-69-74,1,Purchased,4
13-18-95-39,1,Inherited,1
13-19-01-79,1,Inherited,3
13-19-35-02,1,Rented or leased in,0
13-20-01-86,1,Inherited,0
13-20-01-86,2,Inherited,3
13-20-05-82,1,Inherited,1
13-20-05-82,2,Inherited,0
13-20-05-82,3,Purchased,0
13-20-05-82,4,Rented or leased in,0
13-20-05-82,5,Inherited,0
13-20-05-82,6,Purchased,0
13-20-40-02,1,Purchased,0
13-20-41-88,1,Inherited,0
13-20-51-78,1,Purchased,1
13-20-72-82,1,Rented or leased in,1
13-20-72-82,2,Rented or leased in,0
13-20-84-43,1,Customary right of occupancy,1
13-20-84-43,2,Customary right of occupancy,0
13-22-21-85,1,Customary right of occupancy,1
13-22-27-88,1,Customary right of occupancy,0
13-22-27-88,2,Rented or leased in,0
13-22-37-56,1,Rented or leased in,1
13-22-37-56,2,Purchased,1
13-22-66-56,1,Rented or leased in,2
13-22-72-23,1,Inherited,1
13-22-72-46,1,Customary right of occupancy,2
13-22-72-46,2,Purchased,4
13-22-72-46,3,Customary right of occupancy,0
13-22-80-91,1,Purchased,0
13-22-87-63,1,Inherited,0
13-22-87-63,2,Inherited,1
13-22-89-10,1,Rented or leased in,2
13-23-25-93,1,Rented or leased in,6
13-23-25-93,2,Rented or leased in,2
13-23-40-38,1,Customary right of occupancy,1
13-23-40-38,2,Inherited,1
13-23-56-17,1,Inherited,1
13-23-59-21,1,Customary right of occupancy,1
13-23-77-43,1,Rented or leased in,2
13-23-77-43,2,Rented or leased in,0
13-23-84-84,1,Inherited,0
13-23-84-84,2,Inherited,0
13-23-84-84,3,Inherited,0
13-24-03-24,1,Inherited,0
13-24-08-26,1,Customary right of occupancy,0
13-24-22-21,1,Purchased,1
13-24-30-58,1,Customary right of occupancy,0
13-24-30-58,2,Borrowed for free,0
13-24-62-39,1,Rented or leased in,0
13-24-62-55,1,Rented or leased in,36
13-24-69-85,1,Purchased,1
13-24-69-85,2,Purchased,1
13-24-79-28,1,Customary right of occupancy,1
13-24-86-95,1,Inherited,1
13-24-86-95,2,Borrowed for free,0
13-24-92-46,1,Other,1
13-25-08-98,1,Customary right of occupancy,2
13-25-12-73,1,Granted right of occupancy,1
13-25-27-76,1,Purchased,1
13-25-27-76,2,Purchased,1
13-25-47-05,1,Customary right of occupancy,3
13-25-85-66,1,Purchased,1
13-26-18-17,1,Granted right of occupancy,0
13-26-18-40,1,Purchased,1
13-26-35-56,1,Rented or leased in,1
13-26-48-06,1,Borrowed for free,0
13-26-71-67,1,Customary right of occupancy,2
13-27-10-68,1,Customary right of occupancy,0
13-27-23-83,1,Granted right of occupancy,142
13-27-46-69,1,Rented or leased in,1
13-27-62-47,1,Borrowed for free,0
13-27-71-20,1,Inherited,0
13-27-71-22,1,Customary right of occupancy,2
13-27-89-91,1,Customary right of occupancy,0
13-27-89-91,2,Customary right of occupancy,0
13-28-05-48,1,Purchased,2
13-28-31-73,1,Purchased,0
13-28-31-73,2,Rented or leased in,1
13-28-31-73,3,Rented or leased in,1
13-28-33-13,1,Borrowed for free,0
13-28-33-13,2,Borrowed for free,0
13-28-33-13,3,Borrowed for free,0
13-28-33-13,4,Borrowed for free,0
13-28-33-13,5,Borrowed for free,0
13-28-33-13,6,Borrowed for free,0
13-29-14-95,1,Customary right of occupancy,0
13-29-23-75,1,Rented or leased in,0
13-29-38-18,1,Inherited,0
13-29-38-18,2,Inherited,0
13-29-38-18,3,Inherited,0
13-29-51-68,1,Customary right of occupancy,1
13-29-71-63,1,Inherited,0
13-29-71-63,2,Inherited,0
13-29-71-63,3,Inherited,0
13-29-71-63,4,Inherited,0
13-29-71-63,5,Inherited,0
13-29-74-44,1,Purchased,1
13-29-74-44,2,Purchased,1
13-29-74-44,3,Purchased,2
13-29-77-84,1,Inherited,0
13-30-21-44,1,Purchased,0
13-30-21-44,2,Borrowed for free,0
13-30-21-44,3,Purchased,0
13-30-48-46,1,Inherited,1
13-30-48-61,1,Borrowed for free,0
13-30-48-61,2,Borrowed for free,0
13-30-48-61,3,Granted right of occupancy,0
13-30-48-61,4,Borrowed for free,0
13-30-48-61,5,Borrowed for free,0
13-30-76-66,1,Rented or leased in,0
13-30-82-21,1,Purchased,12
13-30-96-51,1,Purchased,1
13-30-96-51,2,Rented or leased in,1
13-31-03-36,1,Inherited,2
13-31-03-36,3,Inherited,1
13-31-27-30,1,Customary right of occupancy,1
13-31-43-07,1,Customary right of occupancy,0
