holding_id,holding_type,mainland_zanzibar,region,stratum_id,ea_id,weight,s2q10__1,s2q10__2,s2q10__3,s2q10__4,s2q10__5,s2q10__6,s2q10__7,s20q08,s20q09
04-52-60-44,Household,"Mainland, Tanzania",Mtwara,265,8048,976,No,No,No,No,No,No,Yes,No,
04-52-60-63,Household,"Mainland, Tanzania",Njombe,658,3425,1075,No,No,No,No,No,No,Yes,No,
04-52-60-97,Household,"Mainland, Tanzania",Arusha,212,5453,231,No,No,No,No,No,No,Yes,No,
04-52-82-30,Household,"Mainland, Tanzania",Dodoma,351,3994,975,No,No,No,No,No,Yes,No,No,
04-52-83-58,Household,"Mainland, Tanzania",Ruvuma,912,1686,737,No,No,No,No,No,No,Yes,No,
04-52-96-33,Household,"Mainland, Tanzania",Mbeya,597,9551,535,No,No,No,No,No,No,Yes,No,
04-52-96-53,Household,"Mainland, Tanzania",Tabora,447,8387,428,No,No,No,No,No,No,Yes,No,
04-52-97-26,Household,"Mainland, Tanzania",Katavi,242,3551,406,No,No,No,No,No,No,Yes,No,
04-53-11-75,Household,"Mainland, Tanzania",Rukwa,488,5100,641,No,No,No,No,No,No,Yes,No,
04-53-14-64,Household,"Mainland, Tanzania",Tanga,657,1269,746,No,No,No,No,No,No,Yes,,
04-53-19-95,Household,"Mainland, Tanzania",Mbeya,597,8860,400,No,No,No,No,No,No,Yes,No,
04-53-22-86,Household,"Mainland, Tanzania",Arusha,612,1504,440,Yes,No,No,No,No,No,No,No,
04-53-26-07,Household,"Mainland, Tanzania",Katavi,856,2380,985,No,No,No,No,No,No,Yes,No,
04-53-36-56,Household,"Mainland, Tanzania",Katavi,856,1221,347,No,No,No,No,No,No,Yes,No,
04-53-42-55,Household,"Mainland, Tanzania",Pwani,626,4667,715,No,No,No,No,No,No,Yes,,
04-53-45-34,Household,"Mainland, Tanzania",Mwanza,275,6268,508,No,No,No,No,No,No,Yes,,
04-53-57-62,Household,"Mainland, Tanzania",Geita,958,1592,276,No,No,No,No,No,No,Yes,No,
04-53-71-63,Household,"Mainland, Tanzania",Dodoma,351,2422,908,No,No,No,No,No,No,Yes,No,
04-53-74-55,Household,"Mainland, Tanzania",Dodoma,351,8905,980,No,No,No,No,No,No,Yes,No,
04-53-77-72,Household,"Mainland, Tanzania",Manyara,471,8228,319,No,No,No,No,No,No,Yes,No,
04-53-85-64,Household,"Mainland, Tanzania",Rukwa,954,4961,544,No,No,No,No,No,No,Yes,No,
04-54-22-12,Household,"Mainland, Tanzania",Singida,337,7932,556,No,No,No,No,No,No,Yes,No,
04-54-24-59,Household,"Mainland, Tanzania",Kagera,659,7678,1104,No,No,No,No,No,No,Yes,No,
04-54-37-01,Household,"Mainland, Tanzania",Simiyu,350,6158,445,No,No,No,No,No,No,Yes,No,
04-54-68-48,Household,"Mainland, Tanzania",Arusha,212,5605,79,No,No,No,No,No,No,Yes,No,
04-54-76-09,Household,Zanzibar,Kaskazini Unguja,953,8824,89,No,No,No,No,No,No,Yes,,
04-54-83-17,Household,"Mainland, Tanzania",Manyara,471,6095,368,No,No,No,No,No,No,Yes,,
04-54-87-85,Household,"Mainland, Tanzania",Mbeya,597,9753,461,No,No,No,No,No,No,Yes,No,
04-55-06-86,Household,"Mainland, Tanzania",Tanga,657,8158,652,No,No,No,No,No,No,Yes,,
04-55-12-46,Household,"Mainland, Tanzania",Geita,958,5682,351,No,No,No,No,No,No,Yes,,
04-55-31-16,Household,"Mainland, Tanzania",Kagera,659,5063,1054,No,No,No,No,No,Yes,No,,
04-55-53-73,Household,"Mainland, Tanzania",Simiyu,949,8344,463,No,No,No,No,No,No,Yes,No,
04-55-55-32,Household,"Mainland, Tanzania",Kagera,659,9678,1285,No,No,No,No,No,No,Yes,,
04-55-88-57,Household,"Mainland, Tanzania",Mwanza,646,8520,389,No,No,No,No,No,No,Yes,,
04-55-88-91,Household,"Mainland, Tanzania",Singida,689,8790,718,No,No,No,No,No,No,Yes,No,
04-56-00-68,,Zanzibar,,518,1928,103,No,No,No,No,No,No,Yes,No,
04-56-37-74,Household,"Mainland, Tanzania",Geita,958,4494,367,No,No,No,No,No,No,Yes,,
04-56-63-21,,Zanzibar,,609,6186,106,No,No,No,No,No,No,Yes,,
04-56-90-08,Household,"Mainland, Tanzania",Simiyu,949,9259,677,No,No,No,No,No,No,Yes,No,
04-56-99-44,Household,Zanzibar,Kaskazini Pemba,148,6992,105,No,No,No,No,No,No,Yes,No,
04-57-21-93,Household,"Mainland, Tanzania",Arusha,792,2191,401,No,No,No,No,No,No,Yes,No,
04-57-46-41,Household,"Mainland, Tanzania",Kigoma,582,8146,750,No,No,No,No,No,No,Yes,,
04-57-47-08,Household,"Mainland, Tanzania",Songwe,867,7628,819,No,No,No,No,No,No,Yes,No,
04-57-55-33,Household,"Mainland, Tanzania",Katavi,137,6332,470,No,No,No,No,No,No,Yes,No,
04-57-55-39,Household,"Mainland, Tanzania",Simiyu,563,9301,358,No,No,No,No,No,No,Yes,No,
04-57-57-18,Household,"Mainland, Tanzania",Simiyu,563,1471,382,No,No,No,No,No,No,Yes,,
04-57-58-46,Household,"Mainland, Tanzania",Dodoma,851,4799,411,No,No,No,No,No,No,Yes,,
04-57-72-05,Household,"Mainland, Tanzania",Morogoro,872,8552,446,No,No,No,No,No,No,Yes,No,
04-57-74-76,Household,Zanzibar,Kaskazini Pemba,518,4497,103,No,No,No,No,No,No,Yes,No,
04-57-89-23,Household,"Mainland, Tanzania",Katavi,856,2463,681,No,No,No,No,No,No,Yes,No,
04-57-98-67,Household,"Mainland, Tanzania",Arusha,612,6622,518,No,No,No,No,No,No,Yes,No,
04-58-08-03,Household,"Mainland, Tanzania",Manyara,203,4303,316,No,No,No,No,No,No,Yes,,
04-58-12-43,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
04-58-17-42,Household,"Mainland, Tanzania",Tanga,657,9225,309,No,No,No,No,No,No,Yes,No,
04-58-26-45,Household,"Mainland, Tanzania",Shinyanga,456,5936,395,No,No,No,No,No,No,Yes,No,
04-58-42-72,Household,"Mainland, Tanzania",Kilimanjaro,170,7991,405,No,No,No,No,No,Yes,No,No,
04-58-44-04,Household,"Mainland, Tanzania",Mbeya,597,9753,461,No,No,No,No,No,No,Yes,No,
04-58-72-39,Household,"Mainland, Tanzania",Geita,301,5475,870,No,No,No,No,No,Yes,No,,
04-58-72-43,Household,"Mainland, Tanzania",Dodoma,351,2422,908,No,No,No,No,No,No,Yes,No,
04-58-81-16,Household,Zanzibar,Kusini Pemba,198,9054,84,No,No,No,No,No,No,Yes,No,
04-58-84-49,Household,"Mainland, Tanzania",Singida,689,4579,693,No,No,No,No,No,Yes,No,,
04-59-01-68,Household,"Mainland, Tanzania",Tabora,447,4030,803,No,No,No,No,No,No,Yes,,
04-59-21-73,Household,"Mainland, Tanzania",Geita,958,6538,336,No,No,No,No,No,Yes,No,No,
04-59-24-34,Household,"Mainland, Tanzania",Mtwara,513,2142,1003,No,No,No,No,No,No,Yes,,
04-59-25-37,Household,"Mainland, Tanzania",Tabora,289,6892,162,No,No,No,No,No,No,Yes,No,
04-59-46-72,Household,"Mainland, Tanzania",Morogoro,872,1264,461,No,No,No,No,No,No,Yes,No,
04-59-47-81,Household,"Mainland, Tanzania",Kilimanjaro,170,1901,177,No,No,No,No,No,Yes,No,No,
04-59-71-97,Household,"Mainland, Tanzania",Arusha,612,9009,381,No,No,No,No,No,No,Yes,No,
04-59-79-37,Household,"Mainland, Tanzania",Dodoma,351,6722,540,No,No,No,No,No,No,Yes,No,
04-59-79-63,Household,"Mainland, Tanzania",Mwanza,275,8019,470,No,No,No,No,No,No,Yes,No,
04-59-80-51,Household,"Mainland, Tanzania",Dodoma,302,6460,413,No,No,No,No,No,No,Yes,No,
04-59-90-95,Household,"Mainland, Tanzania",Manyara,203,7834,302,No,No,No,No,No,No,Yes,No,
04-60-01-84,Household,"Mainland, Tanzania",Simiyu,350,6158,445,No,No,No,No,No,No,Yes,No,
04-60-21-92,Household,"Mainland, Tanzania",Geita,958,9362,329,No,No,No,No,No,No,Yes,,
04-60-31-40,Household,"Mainland, Tanzania",Mtwara,513,7698,1302,No,No,No,No,No,No,Yes,,
04-60-33-04,Household,"Mainland, Tanzania",Mwanza,275,5256,327,No,No,No,No,No,No,Yes,,
04-60-38-35,Household,"Mainland, Tanzania",Pwani,626,3466,989,No,No,No,No,No,No,Yes,No,
04-60-54-48,Household,"Mainland, Tanzania",Dar es Salaam,102,3307,641,No,No,No,No,No,No,Yes,,
04-60-58-40,Household,"Mainland, Tanzania",Njombe,658,1601,480,No,No,No,No,No,No,Yes,No,
04-60-60-55,Household,"Mainland, Tanzania",Dodoma,302,2412,560,No,No,No,No,No,No,Yes,No,
04-60-69-42,Household,"Mainland, Tanzania",Iringa,378,6348,348,No,No,No,No,No,No,Yes,No,
04-60-70-71,Household,"Mainland, Tanzania",Katavi,856,1221,347,No,No,No,No,No,No,Yes,No,
04-60-73-94,Household,"Mainland, Tanzania",Manyara,947,9412,278,No,No,No,No,No,No,Yes,No,
04-60-81-10,Household,"Mainland, Tanzania",Katavi,137,4338,442,No,No,No,No,Yes,No,No,No,
04-61-02-38,Household,"Mainland, Tanzania",Njombe,282,7706,757,Yes,No,No,No,No,No,No,No,
04-61-04-97,Household,"Mainland, Tanzania",Arusha,792,7440,660,No,No,No,No,No,No,Yes,No,
04-61-38-03,Household,"Mainland, Tanzania",Tanga,981,6838,1015,Yes,No,No,No,No,No,No,No,
04-61-46-71,Household,"Mainland, Tanzania",Mbeya,671,6379,459,No,No,No,No,No,No,Yes,No,
04-61-49-35,Household,"Mainland, Tanzania",Mbeya,671,8598,580,No,No,No,No,No,No,Yes,,
04-61-73-11,Household,"Mainland, Tanzania",Tabora,289,7521,353,No,No,No,No,No,No,Yes,No,
04-61-74-01,Household,"Mainland, Tanzania",Mwanza,275,4103,554,No,No,No,No,No,No,Yes,,
04-61-75-82,Household,"Mainland, Tanzania",Pwani,277,3791,514,No,No,No,No,No,No,Yes,No,
04-61-78-44,Household,"Mainland, Tanzania",Dodoma,302,9039,476,No,No,No,No,No,No,Yes,No,
04-61-97-78,Household,"Mainland, Tanzania",Singida,689,5135,668,No,No,No,No,No,No,Yes,No,
04-62-03-96,Household,"Mainland, Tanzania",Simiyu,563,9566,433,No,No,No,No,No,No,Yes,No,
04-62-08-77,Household,"Mainland, Tanzania",Singida,337,2922,289,No,No,No,No,No,No,Yes,No,
04-62-15-29,Household,"Mainland, Tanzania",Mbeya,597,3813,413,No,No,No,No,No,No,Yes,,
04-62-17-76,Household,"Mainland, Tanzania",Kigoma,753,2272,846,No,No,No,No,No,No,Yes,No,
04-62-22-31,Household,"Mainland, Tanzania",Mwanza,114,1568,261,No,No,No,No,No,Yes,No,No,
04-62-44-94,Household,"Mainland, Tanzania",Dodoma,302,6460,413,No,No,No,No,No,No,Yes,No,
04-62-64-98,Household,"Mainland, Tanzania",Dodoma,302,9039,476,No,No,No,No,No,No,Yes,No,
04-62-88-31,Household,"Mainland, Tanzania",Singida,689,9677,847,No,No,No,No,No,No,Yes,No,
04-62-97-03,Household,"Mainland, Tanzania",Arusha,612,9582,514,No,No,No,No,No,No,Yes,No,
04-63-00-85,Household,"Mainland, Tanzania",Tanga,838,6626,757,No,No,No,No,No,No,Yes,No,
04-63-15-66,Household,"Mainland, Tanzania",Njombe,658,6219,422,No,No,No,No,No,No,Yes,No,
04-63-28-10,Household,"Mainland, Tanzania",Mwanza,114,8854,249,No,No,No,No,No,No,Yes,,
04-63-29-32,Household,"Mainland, Tanzania",Pwani,626,4667,715,No,No,No,No,No,No,Yes,,
04-63-47-41,Household,"Mainland, Tanzania",Katavi,137,7765,310,No,No,No,No,No,No,Yes,No,
04-63-68-02,Household,"Mainland, Tanzania",Dar es Salaam,102,3082,388,No,No,No,No,No,No,Yes,,
04-63-72-54,Household,"Mainland, Tanzania",Dodoma,302,7970,340,No,No,No,No,No,No,Yes,No,
04-63-77-16,Household,"Mainland, Tanzania",Tabora,289,9648,215,No,No,No,No,No,No,Yes,No,
04-63-80-00,Household,"Mainland, Tanzania",Songwe,867,7628,819,No,No,No,No,No,No,Yes,No,
04-64-12-76,Household,"Mainland, Tanzania",Kagera,273,4268,2631,No,No,No,No,No,No,Yes,,
04-64-20-36,Household,"Mainland, Tanzania",Pwani,626,9854,951,No,No,No,No,No,No,Yes,,
04-64-22-97,Household,"Mainland, Tanzania",Mbeya,597,9753,461,No,No,No,No,No,No,Yes,No,
04-64-23-36,Household,"Mainland, Tanzania",Arusha,792,9123,487,No,No,No,No,No,No,Yes,,
04-64-23-41,Household,"Mainland, Tanzania",Shinyanga,890,2321,734,No,No,No,No,No,No,Yes,,
04-64-26-73,Household,"Mainland, Tanzania",Tabora,447,2718,702,No,No,No,No,No,No,Yes,No,
04-64-27-45,Household,"Mainland, Tanzania",Geita,958,4408,575,No,No,No,No,No,No,Yes,No,
04-64-28-41,Household,Zanzibar,Kaskazini Pemba,518,9595,88,No,No,No,No,No,No,Yes,No,
04-64-42-90,Household,"Mainland, Tanzania",Kigoma,582,4836,429,No,No,No,No,No,Yes,No,No,
04-64-81-10,Household,"Mainland, Tanzania",Mara,489,6540,647,No,No,No,No,No,No,Yes,,
04-64-85-98,Household,"Mainland, Tanzania",Mbeya,597,1736,422,No,No,No,No,No,No,Yes,No,
04-64-94-74,Household,"Mainland, Tanzania",Kilimanjaro,341,5432,869,No,No,No,No,No,No,Yes,No,
04-64-95-32,Household,"Mainland, Tanzania",Kagera,273,3320,1651,No,No,No,No,No,No,Yes,,
04-65-04-02,Household,"Mainland, Tanzania",Mbeya,207,2411,223,No,No,No,No,No,No,Yes,No,
04-65-08-37,Household,"Mainland, Tanzania",Simiyu,949,9040,567,No,No,No,No,No,No,Yes,,
04-65-19-91,Household,"Mainland, Tanzania",Dodoma,302,6111,474,No,No,No,No,No,No,Yes,No,
04-65-29-86,Household,"Mainland, Tanzania",Mwanza,275,5766,650,No,No,No,No,No,No,Yes,,
04-65-32-07,Household,"Mainland, Tanzania",Singida,337,6265,485,No,No,No,No,No,No,Yes,No,
04-65-33-11,Household,"Mainland, Tanzania",Katavi,137,8875,323,No,No,No,No,No,No,Yes,No,
04-65-42-64,Household,"Mainland, Tanzania",Tanga,657,1315,594,No,No,No,No,No,No,Yes,No,
04-65-44-82,Household,"Mainland, Tanzania",Kagera,273,5755,2423,No,No,No,No,No,No,Yes,,
04-65-72-47,Household,Zanzibar,Kaskazini Pemba,148,3578,77,No,No,No,No,No,No,Yes,No,
04-66-01-16,Household,"Mainland, Tanzania",Dodoma,351,4820,988,No,No,No,No,No,No,Yes,No,
04-66-01-33,Household,"Mainland, Tanzania",Manyara,203,9098,240,No,No,No,No,No,No,Yes,,
04-66-14-45,Household,"Mainland, Tanzania",Kilimanjaro,347,3764,707,No,No,No,No,No,No,Yes,No,
04-66-19-98,Household,Zanzibar,Kaskazini Pemba,518,9094,95,No,No,No,No,No,No,Yes,No,
04-66-28-97,Household,"Mainland, Tanzania",Simiyu,949,9535,582,No,No,No,No,No,No,Yes,No,
04-66-35-55,Household,"Mainland, Tanzania",Kilimanjaro,341,3438,815,No,No,No,No,No,No,Yes,No,
04-66-46-70,Household,"Mainland, Tanzania",Dodoma,302,9366,532,No,No,No,No,No,No,Yes,,
04-66-79-12,Household,"Mainland, Tanzania",Morogoro,735,8825,231,No,No,No,No,No,No,Yes,No,
04-66-79-32,Household,"Mainland, Tanzania",Shinyanga,456,1640,426,No,No,No,No,No,No,Yes,,
04-66-93-36,Household,"Mainland, Tanzania",Kigoma,753,4177,720,No,No,No,No,No,No,Yes,,
04-67-01-64,Household,"Mainland, Tanzania",Njombe,282,9468,634,No,No,No,No,No,No,Yes,,
04-67-14-73,Household,"Mainland, Tanzania",Singida,689,1599,975,No,No,No,No,No,No,Yes,No,
04-67-79-75,Household,"Mainland, Tanzania",Mwanza,275,2904,563,No,No,No,No,No,No,Yes,,
04-67-81-32,Household,"Mainland, Tanzania",Pwani,277,2125,874,No,No,No,No,No,No,Yes,,
04-67-99-87,Household,"Mainland, Tanzania",Arusha,612,1182,531,No,No,No,No,No,No,Yes,No,
04-68-11-35,Household,"Mainland, Tanzania",Katavi,137,7821,280,No,No,No,No,No,No,Yes,No,
04-68-22-75,Household,"Mainland, Tanzania",Pwani,277,8055,552,No,No,No,No,No,No,Yes,,
04-68-26-55,Household,"Mainland, Tanzania",Dodoma,351,6722,540,No,No,No,No,No,No,Yes,No,
04-68-27-51,Household,"Mainland, Tanzania",Tabora,289,7155,389,No,No,No,No,No,No,Yes,No,
04-68-50-00,Household,"Mainland, Tanzania",Dodoma,351,7533,955,No,No,No,No,No,No,Yes,No,
04-68-67-07,Household,"Mainland, Tanzania",Tanga,838,8067,372,No,No,No,No,No,No,Yes,No,
04-68-68-31,Household,Zanzibar,Kaskazini Unguja,609,6967,100,No,No,No,No,No,No,Yes,,
04-68-83-83,Household,"Mainland, Tanzania",Manyara,947,2822,278,No,No,No,No,No,No,Yes,,
04-68-93-61,Household,"Mainland, Tanzania",Geita,958,7136,198,No,No,No,No,No,No,Yes,No,
04-68-97-29,Household,"Mainland, Tanzania",Mwanza,114,7766,175,No,No,No,No,No,No,Yes,,
04-69-07-90,Household,"Mainland, Tanzania",Manyara,947,2577,296,No,No,No,No,No,No,Yes,No,
04-69-12-43,Household,"Mainland, Tanzania",Tabora,289,9347,260,No,No,No,No,No,No,Yes,No,
04-69-15-13,Household,"Mainland, Tanzania",Dodoma,302,3717,528,No,No,No,No,No,No,Yes,No,
04-69-19-83,Household,"Mainland, Tanzania",Geita,301,5475,870,No,No,No,No,No,No,Yes,,
04-69-35-21,Household,"Mainland, Tanzania",Geita,958,2926,233,No,No,No,No,No,No,Yes,,
04-69-47-27,Household,"Mainland, Tanzania",Mtwara,513,7441,1121,No,No,No,No,No,No,Yes,,
04-69-51-60,Household,"Mainland, Tanzania",Pwani,626,9854,951,No,No,No,No,No,No,Yes,No,
04-69-56-72,Household,"Mainland, Tanzania",Ruvuma,517,3847,887,No,No,No,No,No,No,Yes,No,
04-69-60-67,Household,"Mainland, Tanzania",Arusha,212,9199,343,No,No,No,No,No,No,Yes,No,
04-69-72-78,Household,"Mainland, Tanzania",Manyara,471,6087,310,No,No,No,No,No,No,Yes,No,
04-69-80-82,Household,"Mainland, Tanzania",Njombe,835,6092,531,No,No,No,No,No,No,Yes,No,
04-70-17-17,Household,"Mainland, Tanzania",Mwanza,114,5539,353,No,No,No,No,No,No,Yes,No,
04-70-17-70,Household,"Mainland, Tanzania",Tabora,447,9357,324,No,No,No,No,No,No,Yes,No,
04-70-49-38,Household,"Mainland, Tanzania",Katavi,137,4567,360,No,No,No,No,No,No,Yes,No,
04-70-73-68,Household,"Mainland, Tanzania",Tanga,981,9113,600,No,No,No,No,No,No,Yes,No,
04-70-85-65,Household,"Mainland, Tanzania",Shinyanga,890,2431,864,No,No,No,No,No,No,Yes,No,
04-70-91-40,Household,"Mainland, Tanzania",Dodoma,351,2422,908,No,No,No,No,No,No,Yes,No,
04-71-12-95,Household,"Mainland, Tanzania",Tabora,289,6680,131,No,No,No,No,No,No,Yes,No,
04-71-25-57,Household,"Mainland, Tanzania",Geita,958,7517,600,No,No,No,No,No,No,Yes,No,
04-71-35-38,Household,"Mainland, Tanzania",Mbeya,597,3021,288,No,No,No,No,No,No,Yes,No,
04-71-49-86,Household,"Mainland, Tanzania",Kigoma,397,7676,1170,No,No,No,No,No,No,Yes,No,
04-71-51-17,Household,"Mainland, Tanzania",Arusha,792,9123,487,No,No,No,No,No,No,Yes,No,
04-71-55-76,Household,"Mainland, Tanzania",Mbeya,207,2763,243,No,No,No,No,No,No,Yes,No,
04-71-64-20,Household,"Mainland, Tanzania",Simiyu,949,9259,677,No,No,No,No,No,No,Yes,No,
04-71-85-96,Household,"Mainland, Tanzania",Ruvuma,912,3817,418,No,No,No,No,No,No,Yes,No,
04-71-88-04,Household,"Mainland, Tanzania",Songwe,745,4442,236,No,No,No,No,No,No,Yes,No,
04-71-97-71,Household,"Mainland, Tanzania",Arusha,792,9729,552,No,No,No,No,No,No,Yes,No,
04-72-07-72,Household,"Mainland, Tanzania",Morogoro,872,2187,862,No,No,No,No,No,No,Yes,No,
04-72-28-89,Household,"Mainland, Tanzania",Rukwa,954,8156,1517,No,No,No,No,No,No,Yes,No,
04-72-35-08,Household,"Mainland, Tanzania",Singida,689,7545,773,No,No,No,No,No,No,Yes,No,
04-72-47-17,Household,"Mainland, Tanzania",Pwani,277,2045,365,No,No,No,No,No,No,Yes,No,
04-72-55-04,Household,Zanzibar,Kaskazini Pemba,842,3711,64,No,No,No,No,No,No,Yes,No,
04-72-64-77,Household,"Mainland, Tanzania",Dodoma,851,2011,721,No,No,No,No,No,No,Yes,No,
04-72-71-25,Household,"Mainland, Tanzania",Singida,788,2676,470,No,No,No,No,No,No,Yes,No,
04-72-99-01,Household,"Mainland, Tanzania",Dar es Salaam,153,9866,412,No,No,No,No,No,No,Yes,,
04-73-04-34,Household,"Mainland, Tanzania",Arusha,612,9009,381,No,No,No,No,No,No,Yes,No,
04-73-13-69,Household,"Mainland, Tanzania",Tabora,447,9360,499,No,No,No,No,No,No,Yes,No,
04-73-23-43,Household,"Mainland, Tanzania",Kagera,273,5755,2423,No,No,No,No,No,No,Yes,,
04-73-31-11,Household,"Mainland, Tanzania",Mwanza,646,8512,274,No,No,No,No,No,No,Yes,,
04-73-48-77,Household,"Mainland, Tanzania",Ruvuma,517,7209,712,No,No,No,No,No,No,Yes,No,
04-73-48-93,Household,"Mainland, Tanzania",Kilimanjaro,170,4403,419,No,No,No,No,No,No,Yes,No,
04-73-52-76,Household,"Mainland, Tanzania",Simiyu,949,7842,670,No,No,No,No,No,No,Yes,,
04-73-74-39,Household,"Mainland, Tanzania",Mbeya,597,4632,422,Yes,No,No,No,No,No,No,No,
04-73-74-65,Household,"Mainland, Tanzania",Singida,788,2476,451,No,No,No,No,No,No,Yes,No,
04-73-94-50,Household,"Mainland, Tanzania",Tanga,981,6669,670,No,No,No,No,No,No,Yes,No,
04-74-16-65,Household,"Mainland, Tanzania",Simiyu,563,7967,358,No,No,No,No,No,No,Yes,No,
04-74-16-87,Household,"Mainland, Tanzania",Singida,689,7454,484,No,No,No,No,No,No,Yes,No,
04-74-23-54,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
04-74-39-95,Household,"Mainland, Tanzania",Kigoma,397,1508,846,No,No,No,No,No,No,Yes,,
04-74-45-00,Household,"Mainland, Tanzania",Tabora,289,5234,315,No,No,No,No,No,No,Yes,No,
04-74-55-35,Household,"Mainland, Tanzania",Mara,925,9779,426,No,No,No,No,No,No,Yes,No,
04-74-73-85,Household,"Mainland, Tanzania",Mbeya,597,8217,467,No,No,No,No,No,No,Yes,No,
04-74-76-13,Household,"Mainland, Tanzania",Tanga,657,5400,622,No,No,No,No,No,No,Yes,,
04-74-80-79,Household,"Mainland, Tanzania",Kigoma,582,8146,750,No,No,No,No,No,No,Yes,,
04-74-89-71,Household,"Mainland, Tanzania",Dodoma,351,6575,781,No,No,No,No,No,No,Yes,No,
04-74-90-78,Household,"Mainland, Tanzania",Mara,489,4474,808,No,No,No,No,No,No,Yes,,
04-75-02-15,Household,"Mainland, Tanzania",Iringa,739,2781,499,No,No,No,No,No,No,Yes,,
04-75-12-42,Household,Zanzibar,Kaskazini Pemba,518,3394,48,No,No,No,No,No,No,Yes,,
04-75-29-25,Household,Zanzibar,Kaskazini Unguja,953,2651,156,No,Yes,No,No,No,No,No,No,
04-75-29-80,Household,"Mainland, Tanzania",Mtwara,265,7220,786,No,No,No,No,No,No,Yes,No,
04-75-40-27,Household,"Mainland, Tanzania",Manyara,947,9412,278,No,No,No,No,No,No,Yes,No,
04-75-47-06,Household,"Mainland, Tanzania",Geita,958,6538,336,No,No,No,No,No,No,Yes,No,
04-75-53-97,Household,"Mainland, Tanzania",Songwe,867,8300,659,No,No,No,No,No,No,Yes,No,
04-75-59-95,Household,"Mainland, Tanzania",Geita,958,7976,377,No,No,No,No,No,No,Yes,No,
04-75-82-01,Household,Zanzibar,Mjini Magharibi,340,3365,229,No,No,No,No,No,No,Yes,,
04-75-84-29,Household,"Mainland, Tanzania",Kilimanjaro,341,9763,992,No,No,No,No,No,No,Yes,No,
04-75-85-94,Household,"Mainland, Tanzania",Mtwara,265,4936,1091,No,No,No,No,No,No,Yes,,
04-75-94-98,Household,"Mainland, Tanzania",Njombe,658,5968,2377,No,No,No,No,No,No,Yes,No,
04-76-34-33,Household,"Mainland, Tanzania",Tabora,289,8421,414,No,No,No,No,No,No,Yes,,
04-76-37-25,Household,"Mainland, Tanzania",Mbeya,671,8598,580,No,No,No,No,No,No,Yes,No,
04-76-48-36,Household,"Mainland, Tanzania",Njombe,282,9966,814,No,No,No,No,No,No,Yes,No,
04-76-53-41,Household,"Mainland, Tanzania",Manyara,947,3091,257,No,No,No,No,No,No,Yes,,
04-76-66-20,Household,"Mainland, Tanzania",Kigoma,582,2923,632,No,No,No,No,Yes,No,No,No,
04-76-67-77,Household,"Mainland, Tanzania",Ruvuma,986,6848,403,No,No,No,No,No,No,Yes,No,
04-76-71-37,Household,"Mainland, Tanzania",Geita,958,5682,351,No,No,No,No,No,No,Yes,,
04-76-72-05,Household,"Mainland, Tanzania",Kigoma,397,3619,1354,No,No,No,No,No,No,Yes,,
04-76-93-52,Household,"Mainland, Tanzania",Shinyanga,890,2596,860,No,No,No,No,No,Yes,No,,
04-76-98-01,Household,"Mainland, Tanzania",Manyara,471,8866,349,No,No,No,No,No,No,Yes,No,
04-77-00-61,Household,"Mainland, Tanzania",Mtwara,513,1610,1169,No,No,No,No,No,No,Yes,No,
04-77-04-84,Household,"Mainland, Tanzania",Songwe,867,5270,298,No,No,No,No,No,No,Yes,No,
04-77-23-89,Household,"Mainland, Tanzania",Mara,489,2505,635,No,No,No,No,No,No,Yes,,
04-77-28-26,Household,"Mainland, Tanzania",Ruvuma,912,4195,1188,No,No,No,No,No,No,Yes,,
04-77-33-41,Household,"Mainland, Tanzania",Mbeya,597,4556,500,No,No,No,No,No,No,Yes,,
04-77-36-93,Household,"Mainland, Tanzania",Arusha,612,3063,377,No,No,No,No,No,No,Yes,No,
04-77-44-73,Household,"Mainland, Tanzania",Tabora,447,9207,659,No,No,No,No,No,No,Yes,No,
04-77-71-41,Household,"Mainland, Tanzania",Mwanza,275,4546,600,No,No,No,No,No,No,Yes,,
04-77-82-50,Household,"Mainland, Tanzania",Shinyanga,890,2563,709,No,No,No,No,No,No,Yes,No,
04-77-85-33,,"Mainland, Tanzania",,153,3028,2220,No,No,No,No,No,No,Yes,,
04-77-88-64,Household,"Mainland, Tanzania",Mbeya,671,6462,582,No,No,No,No,No,No,Yes,,
04-78-03-74,Household,"Mainland, Tanzania",Geita,958,6279,489,No,No,No,No,No,No,Yes,No,
04-78-32-48,Household,"Mainland, Tanzania",Songwe,745,3119,312,No,No,No,No,No,No,Yes,No,
04-78-63-98,Household,"Mainland, Tanzania",Dodoma,351,2640,1525,No,No,No,No,No,No,Yes,No,
04-78-64-06,Household,"Mainland, Tanzania",Morogoro,669,7364,988,No,No,No,No,No,No,Yes,No,
04-78-72-98,Household,"Mainland, Tanzania",Pwani,248,8458,1094,No,No,No,No,No,No,Yes,No,
04-78-73-46,Household,Zanzibar,Kaskazini Unguja,953,8824,89,No,No,No,No,No,No,Yes,,
04-78-81-93,Household,"Mainland, Tanzania",Mtwara,265,4774,758,No,No,No,No,No,No,Yes,,
04-79-04-17,Household,"Mainland, Tanzania",Songwe,745,6370,232,No,No,No,No,No,No,Yes,,
04-79-14-62,Household,"Mainland, Tanzania",Mwanza,114,2716,261,No,No,No,No,No,No,Yes,,
