holding_id,holding_type,mainland_zanzibar,region,stratum_id,ea_id,weight,s2q10__1,s2q10__2,s2q10__3,s2q10__4,s2q10__5,s2q10__6,s2q10__7,s20q08,s20q09
00-29-73-51,Household,Zanzibar,Kaskazini Unguja,609,4329,159,No,No,No,No,No,No,Yes,,
00-29-77-77,Household,"Mainland, Tanzania",Shinyanga,456,9487,490,No,No,No,No,No,No,Yes,No,
00-29-86-15,Household,"Mainland, Tanzania",Arusha,612,1960,235,No,No,No,No,No,No,Yes,No,
00-29-88-01,Household,"Mainland, Tanzania",Mwanza,275,8925,440,No,No,No,No,No,No,Yes,No,
00-29-99-22,Household,"Mainland, Tanzania",Mwanza,275,6131,444,No,No,No,No,No,No,Yes,,
00-30-06-91,Household,"Mainland, Tanzania",Simiyu,563,9797,404,No,No,No,No,No,No,Yes,,
00-30-27-80,Household,"Mainland, Tanzania",Manyara,471,6087,310,No,No,No,No,No,No,Yes,No,
00-30-30-56,Household,"Mainland, Tanzania",Singida,689,7545,773,No,No,No,No,No,No,Yes,No,
00-30-39-37,Household,"Mainland, Tanzania",Tanga,981,3632,940,No,No,No,No,No,No,Yes,No,
00-30-70-01,Household,"Mainland, Tanzania",Dodoma,302,3089,494,No,No,No,No,No,Yes,No,No,
00-30-86-72,Household,"Mainland, Tanzania",Katavi,242,9592,380,No,No,No,No,No,No,Yes,No,
00-30-95-03,Household,"Mainland, Tanzania",Manyara,471,1650,444,No,No,No,No,No,No,Yes,No,
00-31-04-97,Household,"Mainland, Tanzania",Kagera,659,1618,1694,No,No,No,No,No,No,Yes,,
00-31-26-41,Household,"Mainland, Tanzania",Singida,689,7447,669,No,No,No,No,No,Yes,No,No,
00-31-48-93,,Zanzibar,,625,6104,134,No,No,No,No,No,No,Yes,No,
00-31-58-92,Household,"Mainland, Tanzania",Mtwara,984,1066,724,No,No,No,No,No,No,Yes,,
00-31-72-15,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
00-31-79-08,Household,"Mainland, Tanzania",Kilimanjaro,170,5483,417,No,No,No,No,No,No,Yes,No,
00-31-81-38,Household,"Mainland, Tanzania",Mtwara,513,7441,1121,No,No,No,No,No,No,Yes,,
00-31-83-65,Household,"Mainland, Tanzania",Iringa,789,2734,447,No,No,No,No,No,No,Yes,No,
00-31-84-61,Household,Zanzibar,Kaskazini Pemba,842,3951,63,No,No,No,No,No,No,Yes,,
00-31-93-40,Household,"Mainland, Tanzania",Dodoma,302,4975,489,No,No,No,No,No,No,Yes,No,
00-32-03-31,Household,"Mainland, Tanzania",Iringa,739,6975,247,No,No,No,No,No,No,Yes,No,
00-32-05-58,Household,"Mainland, Tanzania",Manyara,947,9574,272,No,No,No,No,No,No,Yes,No,
00-32-06-28,Household,"Mainland, Tanzania",Songwe,867,8300,659,No,No,No,No,No,No,Yes,No,
00-32-33-96,Household,"Mainland, Tanzania",Katavi,137,3902,223,No,No,No,No,No,No,Yes,No,
00-32-34-82,Household,"Mainland, Tanzania",Simiyu,350,7038,354,No,No,No,No,No,Yes,No,No,
00-32-39-31,Household,"Mainland, Tanzania",Kagera,659,7678,1104,No,No,No,No,No,No,Yes,,
00-32-75-65,Household,"Mainland, Tanzania",Shinyanga,890,1985,765,No,No,No,No,No,No,Yes,No,
00-32-86-31,Household,"Mainland, Tanzania",Mbeya,597,1106,478,Yes,No,No,No,No,No,No,No,
00-33-00-19,Household,"Mainland, Tanzania",Njombe,282,9966,814,No,No,No,No,No,No,Yes,No,
00-33-21-92,Household,Zanzibar,Kusini Pemba,198,3682,68,No,No,No,No,No,No,Yes,No,
00-33-29-75,Household,"Mainland, Tanzania",Singida,337,9217,390,No,No,No,No,No,No,Yes,No,
00-33-30-02,Household,"Mainland, Tanzania",Katavi,137,6720,259,No,No,No,No,No,No,Yes,,
00-33-38-75,Household,"Mainland, Tanzania",Tabora,447,9887,570,No,No,No,No,No,Yes,No,No,
00-33-54-34,Household,"Mainland, Tanzania",Katavi,856,2463,681,No,No,No,No,No,No,Yes,,
00-33-56-97,Household,"Mainland, Tanzania",Tanga,981,7444,491,No,No,No,No,No,No,Yes,No,
00-33-79-01,Household,"Mainland, Tanzania",Mbeya,597,9723,339,No,No,No,No,No,No,Yes,,
00-33-79-43,Household,"Mainland, Tanzania",Mwanza,275,7994,654,No,No,No,No,No,No,Yes,,
00-33-84-00,Household,"Mainland, Tanzania",Manyara,947,2822,278,No,No,No,No,No,No,Yes,No,
00-34-07-96,Household,"Mainland, Tanzania",Singida,689,5215,667,No,No,No,No,No,No,Yes,No,
00-34-23-62,Household,"Mainland, Tanzania",Arusha,212,5453,231,No,No,No,No,No,No,Yes,No,
00-34-30-26,Household,"Mainland, Tanzania",Dodoma,302,8420,359,No,No,No,No,No,No,Yes,No,
00-34-41-83,Household,"Mainland, Tanzania",Dodoma,851,4799,411,No,No,No,No,No,Yes,No,No,
00-34-43-51,Household,"Mainland, Tanzania",Dodoma,351,3105,1040,No,No,No,No,No,No,Yes,No,
00-34-49-12,Household,"Mainland, Tanzania",Geita,216,4170,464,No,No,No,No,No,No,Yes,,
00-34-49-85,Household,"Mainland, Tanzania",Tabora,447,7089,447,No,No,No,No,No,No,Yes,No,
00-34-50-85,Household,"Mainland, Tanzania",Katavi,242,9592,380,No,No,No,No,No,No,Yes,No,
00-34-51-57,Household,"Mainland, Tanzania",Singida,337,3097,451,No,No,No,No,No,No,Yes,No,
00-34-77-41,Household,"Mainland, Tanzania",Tabora,447,6017,491,No,No,No,No,No,No,Yes,No,
00-34-88-21,Household,"Mainland, Tanzania",Kigoma,397,3619,1354,No,No,No,No,No,No,Yes,,
00-34-93-40,Household,"Mainland, Tanzania",Mwanza,275,4546,600,No,No,No,No,No,No,Yes,,
00-34-94-50,Household,"Mainland, Tanzania",Manyara,947,2925,137,No,No,No,No,No,No,Yes,No,
00-34-95-99,Household,"Mainland, Tanzania",Rukwa,954,8156,1517,No,No,No,No,No,No,Yes,No,
00-35-31-36,Household,"Mainland, Tanzania",Manyara,471,8228,319,No,No,No,No,No,No,Yes,No,
00-35-34-55,Household,"Mainland, Tanzania",Njombe,835,6415,472,No,No,No,No,No,No,Yes,No,
00-35-42-16,Household,"Mainland, Tanzania",Tabora,289,2055,307,No,No,No,No,No,No,Yes,No,
00-35-52-12,Household,"Mainland, Tanzania",Mara,925,9727,394,No,No,No,No,No,No,Yes,No,
00-35-52-23,,Zanzibar,,518,9408,132,No,No,No,No,No,No,Yes,No,
00-35-70-98,Household,"Mainland, Tanzania",Kigoma,582,9099,719,No,No,No,No,No,No,Yes,No,
00-35-74-11,Household,"Mainland, Tanzania",Tabora,289,2818,415,No,No,No,No,No,No,Yes,,
00-35-75-32,Household,"Mainland, Tanzania",Manyara,203,8415,292,No,No,No,No,No,No,Yes,No,
00-35-93-25,Household,"Mainland, Tanzania",Mara,558,2264,519,No,No,No,No,No,No,Yes,No,
00-35-95-17,Household,"Mainland, Tanzania",Arusha,612,5692,441,No,No,No,No,No,No,Yes,No,
00-36-26-87,Household,"Mainland, Tanzania",Arusha,212,9199,343,No,No,No,No,No,No,Yes,No,
00-36-29-19,Household,"Mainland, Tanzania",Arusha,612,1724,341,No,No,No,No,No,No,Yes,No,
00-36-34-75,Household,"Mainland, Tanzania",Rukwa,954,6139,922,No,No,No,No,No,No,Yes,No,
00-36-55-81,Household,"Mainland, Tanzania",Njombe,282,7706,757,No,No,No,No,No,No,Yes,,
00-36-71-86,Large Farm,"Mainland, Tanzania",,,3266,,,,,,,,,No,
00-36-74-41,Household,"Mainland, Tanzania",Pwani,277,5760,863,No,No,No,No,No,No,Yes,No,
00-36-80-66,Household,"Mainland, Tanzania",Dodoma,302,3948,554,No,No,No,No,No,No,Yes,No,
00-36-87-20,Household,"Mainland, Tanzania",Simiyu,563,7837,470,No,No,No,No,No,No,Yes,,
00-37-33-27,Household,"Mainland, Tanzania",Mara,489,8123,553,No,No,No,No,No,No,Yes,,
00-37-47-09,Household,Zanzibar,Mjini Magharibi,533,9152,255,No,No,No,No,No,Yes,No,,
00-37-49-70,Household,"Mainland, Tanzania",Rukwa,954,6139,922,No,No,No,No,No,No,Yes,No,
00-37-52-55,Household,"Mainland, Tanzania",Singida,337,2922,289,No,No,No,No,No,No,Yes,No,
00-37-62-09,Household,"Mainland, Tanzania",Tabora,289,9648,215,No,No,No,No,No,No,Yes,No,
00-37-62-90,Household,"Mainland, Tanzania",Tabora,289,2818,415,No,No,No,No,No,No,Yes,No,
00-37-63-40,Household,"Mainland, Tanzania",Arusha,212,5210,291,No,No,No,No,No,No,Yes,No,
00-37-80-72,Household,"Mainland, Tanzania",Mtwara,513,2179,1602,No,No,No,No,No,No,Yes,No,
00-37-93-86,Household,"Mainland, Tanzania",Mbeya,671,7673,701,No,No,No,No,No,No,Yes,,
00-37-97-27,Household,"Mainland, Tanzania",Mbeya,671,6462,582,No,No,No,No,No,No,Yes,,
00-38-17-19,Household,"Mainland, Tanzania",Shinyanga,456,7387,419,No,No,No,No,No,No,Yes,No,
00-38-24-67,Household,"Mainland, Tanzania",Manyara,471,8000,290,No,No,No,No,No,No,Yes,No,
00-38-32-32,Household,"Mainland, Tanzania",Geita,958,4239,385,No,No,No,No,No,No,Yes,,
00-38-42-38,Household,"Mainland, Tanzania",Dodoma,851,2011,721,No,No,No,No,No,No,Yes,No,
00-38-55-14,Household,Zanzibar,Kaskazini Unguja,609,2254,90,No,No,No,No,No,No,Yes,No,
00-38-63-02,Household,"Mainland, Tanzania",Kagera,659,4838,1553,No,No,No,No,No,No,Yes,,
00-38-63-21,Household,"Mainland, Tanzania",Geita,958,3206,301,No,No,No,No,No,No,Yes,No,
00-38-65-85,Household,"Mainland, Tanzania",Mtwara,984,5337,680,No,No,No,No,No,No,Yes,No,
00-38-74-07,Household,"Mainland, Tanzania",Mwanza,275,5462,637,No,No,No,No,No,No,Yes,,
00-38-88-74,Household,"Mainland, Tanzania",Katavi,137,6332,470,No,No,No,No,No,No,Yes,No,
00-38-97-86,Household,"Mainland, Tanzania",Mwanza,114,8912,231,No,No,No,No,No,No,Yes,,
00-38-98-64,Household,"Mainland, Tanzania",Kagera,273,4268,2631,No,No,No,No,No,No,Yes,,
00-38-99-68,Household,"Mainland, Tanzania",Songwe,867,7033,334,No,No,No,No,No,No,Yes,No,
00-39-08-46,Household,"Mainland, Tanzania",Mbeya,597,3386,264,No,No,No,No,No,No,Yes,,
00-39-15-08,Household,"Mainland, Tanzania",Kigoma,582,2923,632,No,No,No,No,No,Yes,No,,
00-39-22-77,Household,"Mainland, Tanzania",Ruvuma,517,2524,471,No,No,No,No,No,No,Yes,No,
00-39-23-77,Household,"Mainland, Tanzania",Kigoma,397,7676,1170,No,No,No,No,No,No,Yes,,
00-39-47-14,Household,"Mainland, Tanzania",Kigoma,582,5942,566,No,No,No,Yes,No,No,No,No,
00-39-56-95,Household,"Mainland, Tanzania",Tanga,981,8044,794,No,No,No,No,No,Yes,No,No,
00-39-70-51,Household,"Mainland, Tanzania",Dodoma,851,3283,720,No,No,No,No,No,Yes,No,No,
00-39-75-19,Household,"Mainland, Tanzania",Mara,489,2505,635,No,No,No,No,No,No,Yes,No,
00-39-96-82,Household,"Mainland, Tanzania",Geita,958,3936,408,No,No,No,No,No,Yes,No,No,
00-40-20-27,Household,"Mainland, Tanzania",Mtwara,513,2179,1602,No,No,No,No,No,No,Yes,No,
00-40-26-35,Household,"Mainland, Tanzania",Mbeya,597,8809,267,No,No,No,No,No,No,Yes,,
00-40-34-66,Household,"Mainland, Tanzania",Geita,958,7976,377,No,No,No,No,No,No,Yes,,
00-40-39-73,Household,"Mainland, Tanzania",Kilimanjaro,341,2057,550,No,No,No,No,No,No,Yes,No,
00-40-49-84,Household,"Mainland, Tanzania",Kigoma,397,1636,1148,No,No,No,No,No,No,Yes,,
00-40-58-80,Household,"Mainland, Tanzania",Ruvuma,986,9474,537,No,No,No,No,No,No,Yes,,
00-40-64-16,Household,"Mainland, Tanzania",Tanga,981,2755,678,No,No,No,No,No,No,Yes,No,
00-40-70-71,,"Mainland, Tanzania",,,3266,,,,,,,,,No,
00-40-86-65,Household,"Mainland, Tanzania",Shinyanga,456,1075,424,No,No,No,No,No,No,Yes,,
00-40-94-89,Household,"Mainland, Tanzania",Manyara,947,1332,178,No,No,No,No,No,No,Yes,No,
00-40-95-93,Household,"Mainland, Tanzania",Geita,958,6662,262,No,No,No,No,No,No,Yes,No,
00-40-99-82,Household,"Mainland, Tanzania",Mara,558,2264,519,No,No,No,No,No,No,Yes,No,
00-41-09-46,Household,"Mainland, Tanzania",Kagera,273,5755,2423,No,No,No,No,No,No,Yes,,
00-41-29-76,Household,"Mainland, Tanzania",Mwanza,114,7972,239,No,No,No,No,No,No,Yes,,
00-41-32-57,Household,"Mainland, Tanzania",Songwe,867,7057,619,No,No,No,No,No,No,Yes,No,
00-41-53-38,Household,"Mainland, Tanzania",Mbeya,671,8598,580,No,No,No,No,No,No,Yes,No,
00-41-58-03,Household,"Mainland, Tanzania",Songwe,867,7033,334,No,No,No,No,No,No,Yes,No,
00-41-60-91,Household,"Mainland, Tanzania",Songwe,867,1936,446,No,No,No,No,No,No,Yes,No,
00-41-61-15,Household,"Mainland, Tanzania",Songwe,745,5049,781,No,No,No,No,No,Yes,No,No,
00-41-62-07,Household,"Mainland, Tanzania",Geita,958,9859,367,No,No,No,No,No,No,Yes,,
00-41-62-61,Household,"Mainland, Tanzania",Arusha,212,5245,224,No,No,No,No,No,No,Yes,,
00-42-05-97,Household,"Mainland, Tanzania",Arusha,612,5825,803,No,No,No,No,No,No,Yes,No,
00-42-06-61,Household,"Mainland, Tanzania",Dodoma,351,8905,980,No,No,No,No,No,No,Yes,No,
00-42-07-83,Household,"Mainland, Tanzania",Mara,489,8270,731,No,No,No,No,No,No,Yes,No,
00-42-13-86,Household,"Mainland, Tanzania",Kilimanjaro,347,4128,771,No,No,No,No,No,No,Yes,No,
00-42-25-46,Household,"Mainland, Tanzania",Katavi,137,6642,326,No,No,No,No,No,No,Yes,No,
00-42-28-09,Household,Zanzibar,Kaskazini Pemba,518,5867,101,No,No,No,No,No,No,Yes,,
00-42-39-78,Household,"Mainland, Tanzania",Songwe,745,5049,781,No,No,No,No,No,No,Yes,No,
00-42-46-02,Household,"Mainland, Tanzania",Mbeya,597,2504,200,No,No,No,No,No,No,Yes,No,
00-42-75-37,Household,"Mainland, Tanzania",Tabora,289,4730,342,No,No,No,No,No,No,Yes,No,
00-42-76-25,Household,"Mainland, Tanzania",Dodoma,351,2765,849,No,No,No,No,No,No,Yes,,
00-42-80-39,Household,"Mainland, Tanzania",Manyara,203,6030,419,No,No,No,No,No,Yes,No,No,
00-43-03-00,Household,"Mainland, Tanzania",Katavi,242,7383,403,No,No,No,No,No,No,Yes,No,
00-43-06-41,Household,"Mainland, Tanzania",Mwanza,275,6131,444,No,No,No,No,No,No,Yes,,
00-43-18-62,Household,"Mainland, Tanzania",Geita,958,5975,294,No,No,No,No,No,No,Yes,No,
00-43-53-72,Household,"Mainland, Tanzania",Tabora,447,6017,491,No,No,No,No,No,No,Yes,No,
00-43-64-57,Household,"Mainland, Tanzania",Songwe,867,7628,819,No,No,No,No,No,No,Yes,,
00-43-69-75,Household,"Mainland, Tanzania",Songwe,745,5049,781,No,No,No,No,No,No,Yes,No,
00-43-74-27,Household,"Mainland, Tanzania",Pwani,626,3466,989,No,No,No,No,No,No,Yes,,
00-44-01-94,Household,"Mainland, Tanzania",Mtwara,984,8077,570,No,No,No,No,No,No,Yes,,
00-44-12-41,Household,Zanzibar,Kaskazini Pemba,148,5332,54,No,No,No,No,No,No,Yes,No,
00-44-22-60,Household,"Mainland, Tanzania",Manyara,947,5807,184,No,No,No,No,No,No,Yes,No,
00-44-35-91,Household,"Mainland, Tanzania",Songwe,249,2740,202,No,No,No,No,No,No,Yes,No,
00-44-38-94,Household,Zanzibar,Kaskazini Unguja,145,4672,86,No,No,No,No,No,No,Yes,,
00-44-60-77,Household,"Mainland, Tanzania",Njombe,282,4978,790,No,No,No,No,No,No,Yes,,
00-44-71-96,Household,"Mainland, Tanzania",Shinyanga,456,1560,516,No,No,No,No,No,No,Yes,,
00-44-81-47,Household,"Mainland, Tanzania",Arusha,612,6622,518,No,No,No,No,No,No,Yes,No,
00-45-00-31,Household,"Mainland, Tanzania",Kilimanjaro,347,3764,707,No,No,No,No,No,No,Yes,No,
00-45-02-30,Household,"Mainland, Tanzania",Mara,925,9727,394,No,No,No,No,No,No,Yes,No,
00-45-13-27,Household,"Mainland, Tanzania",Arusha,792,9123,487,No,No,No,No,No,No,Yes,No,
00-45-29-06,Household,Zanzibar,Kaskazini Pemba,518,9408,132,No,No,No,No,Yes,No,No,No,
00-45-30-15,Household,"Mainland, Tanzania",Simiyu,563,9566,433,No,No,No,No,No,No,Yes,No,
00-45-43-51,Household,"Mainland, Tanzania",Mtwara,513,5837,1498,No,No,No,No,No,No,Yes,,
00-45-45-77,Household,"Mainland, Tanzania",Mbeya,671,2852,784,No,No,No,No,No,No,Yes,No,
00-45-46-17,Household,"Mainland, Tanzania",Ruvuma,517,8807,502,No,No,No,No,No,No,Yes,No,
00-45-48-51,Household,"Mainland, Tanzania",Manyara,203,4303,316,No,No,No,No,No,No,Yes,No,
00-45-65-40,Household,"Mainland, Tanzania",Arusha,612,6622,518,No,No,No,No,No,No,Yes,No,
00-45-77-56,Household,"Mainland, Tanzania",Mwanza,114,5308,241,No,No,No,No,No,No,Yes,,
00-45-77-75,Household,"Mainland, Tanzania",Simiyu,350,5959,347,No,No,No,No,No,No,Yes,No,
00-45-93-05,Household,"Mainland, Tanzania",Arusha,792,2191,401,No,No,No,No,No,No,Yes,No,
00-46-01-19,Household,Zanzibar,Kaskazini Pemba,842,9773,69,No,No,No,No,No,No,Yes,,
00-46-06-72,Household,"Mainland, Tanzania",Mwanza,114,6381,264,No,No,No,No,No,No,Yes,No,
00-46-21-34,Household,"Mainland, Tanzania",Songwe,867,1110,484,No,No,No,No,No,No,Yes,No,
00-46-30-29,Household,"Mainland, Tanzania",Njombe,658,1601,480,No,No,No,No,No,No,Yes,No,
00-46-30-81,Household,"Mainland, Tanzania",Arusha,212,3420,262,No,No,No,No,No,No,Yes,No,
00-46-38-89,Household,"Mainland, Tanzania",Dodoma,851,9116,626,No,No,No,No,No,No,Yes,No,
00-46-54-83,Household,"Mainland, Tanzania",Mwanza,114,4228,251,No,No,No,No,No,Yes,No,No,
00-46-68-29,Household,"Mainland, Tanzania",Mwanza,275,1878,1061,No,No,No,No,No,No,Yes,,
00-46-79-64,Household,"Mainland, Tanzania",Mwanza,114,9661,302,No,No,No,No,No,No,Yes,,
00-46-86-44,Household,"Mainland, Tanzania",Mtwara,265,8477,748,No,No,No,No,No,No,Yes,,
00-46-93-76,Household,"Mainland, Tanzania",Kigoma,582,9658,927,No,No,No,No,No,No,Yes,,
00-47-20-62,Household,"Mainland, Tanzania",Kigoma,397,3455,765,No,No,No,No,No,No,Yes,,
00-47-35-53,Household,"Mainland, Tanzania",Iringa,789,2479,433,No,No,No,No,No,No,Yes,No,
00-47-64-24,Household,"Mainland, Tanzania",Songwe,249,1556,252,No,No,No,No,No,No,Yes,,
00-47-71-24,Household,"Mainland, Tanzania",Iringa,378,2785,465,No,No,No,No,No,No,Yes,No,
00-48-02-94,Household,"Mainland, Tanzania",Manyara,947,1332,178,No,No,No,No,No,No,Yes,No,
00-48-30-66,Household,"Mainland, Tanzania",Mbeya,207,2763,243,No,No,No,No,No,No,Yes,No,
00-48-37-08,Household,"Mainland, Tanzania",Geita,958,6057,329,No,No,No,No,No,No,Yes,No,
00-48-41-07,Household,"Mainland, Tanzania",Mwanza,275,4111,360,No,No,No,No,No,No,Yes,No,
00-48-52-57,Household,"Mainland, Tanzania",Singida,689,4644,488,No,No,No,No,No,No,Yes,No,
00-48-57-41,Household,Zanzibar,Kaskazini Unguja,953,3460,79,No,No,No,No,No,No,Yes,,
00-48-60-21,Household,"Mainland, Tanzania",Tabora,289,2008,435,No,No,No,No,No,No,Yes,No,
00-48-60-64,Household,"Mainland, Tanzania",Songwe,745,6370,232,No,No,No,No,No,No,Yes,No,
00-48-83-47,Household,"Mainland, Tanzania",Iringa,739,7952,486,No,No,No,No,No,No,Yes,No,
00-48-96-72,Household,"Mainland, Tanzania",Dodoma,351,4820,988,No,No,No,No,No,No,Yes,No,
00-49-04-40,Household,"Mainland, Tanzania",Ruvuma,912,5866,878,No,No,No,No,No,No,Yes,No,
00-49-09-74,Household,"Mainland, Tanzania",Geita,958,2334,326,No,No,No,No,No,No,Yes,No,
00-49-11-77,Household,"Mainland, Tanzania",Mwanza,646,9792,636,No,No,No,No,No,No,Yes,,
00-49-32-36,Household,"Mainland, Tanzania",Kigoma,582,8146,750,No,No,No,Yes,No,No,No,No,
00-49-51-04,Household,"Mainland, Tanzania",Kilimanjaro,341,9763,992,No,No,No,No,No,No,Yes,No,
00-49-82-15,Household,"Mainland, Tanzania",Tabora,447,2237,497,No,No,No,No,No,No,Yes,No,
00-49-88-09,Household,"Mainland, Tanzania",Pwani,626,9854,951,No,No,No,No,No,No,Yes,No,
00-49-88-33,Household,"Mainland, Tanzania",Pwani,277,6480,438,No,No,No,No,No,No,Yes,No,
00-50-04-02,Household,"Mainland, Tanzania",Njombe,282,9966,814,No,No,No,Yes,No,No,No,No,
00-50-25-68,Household,"Mainland, Tanzania",Kigoma,582,9462,985,No,No,No,Yes,No,No,No,No,
00-50-30-73,Household,"Mainland, Tanzania",Singida,689,8661,802,No,No,No,No,No,No,Yes,No,
00-50-46-87,Household,"Mainland, Tanzania",Mara,489,4731,526,No,No,No,No,No,No,Yes,No,
00-50-59-73,Household,"Mainland, Tanzania",Mbeya,597,9436,469,No,No,No,No,No,No,Yes,No,
00-50-77-29,Household,"Mainland, Tanzania",Geita,958,5682,351,No,No,No,No,No,Yes,No,No,
00-50-78-48,,Zanzibar,,842,3711,64,No,No,No,No,No,No,Yes,,
00-50-81-80,Household,"Mainland, Tanzania",Tabora,447,9212,1199,No,No,No,No,No,No,Yes,No,
00-50-95-21,Household,"Mainland, Tanzania",Ruvuma,912,7299,783,No,No,No,No,No,No,Yes,No,
00-51-04-46,Household,"Mainland, Tanzania",Singida,689,7454,484,No,No,No,No,No,No,Yes,No,
00-51-31-46,Household,"Mainland, Tanzania",Rukwa,627,5982,320,No,No,No,No,No,No,Yes,No,
00-51-58-34,Household,"Mainland, Tanzania",Simiyu,563,1926,388,No,No,No,No,No,No,Yes,No,
00-51-58-53,Household,"Mainland, Tanzania",Mbeya,597,2990,365,Yes,No,No,No,No,No,No,No,
00-51-61-07,Household,Zanzibar,Kusini Pemba,293,3302,80,No,No,No,No,No,No,Yes,No,
00-51-90-89,Household,"Mainland, Tanzania",Shinyanga,744,2269,592,No,No,No,No,No,No,Yes,No,
00-52-05-15,Household,"Mainland, Tanzania",Pwani,626,3576,366,No,No,No,No,No,No,Yes,No,
00-52-25-70,Household,"Mainland, Tanzania",Shinyanga,890,2284,846,No,No,No,No,No,No,Yes,,
00-52-37-64,Household,"Mainland, Tanzania",Kilimanjaro,170,7132,535,No,No,No,No,No,No,Yes,No,
00-52-48-01,Household,"Mainland, Tanzania",Tabora,447,7089,447,No,No,No,No,No,No,Yes,No,
00-52-86-10,Household,"Mainland, Tanzania",Manyara,947,8180,234,No,No,No,No,No,No,Yes,Yes,1
00-52-91-27,Household,"Mainland, Tanzania",Ruvuma,912,8038,873,No,No,No,No,No,No,Yes,No,
00-52-92-35,Household,"Mainland, Tanzania",Kilimanjaro,170,4403,419,No,No,No,No,No,No,Yes,,
00-53-35-89,Household,"Mainland, Tanzania",Mbeya,597,9753,461,No,No,No,No,No,No,Yes,No,
00-53-52-84,Household,"Mainland, Tanzania",Arusha,792,5876,665,No,No,No,No,No,No,Yes,,
00-53-53-80,Household,"Mainland, Tanzania",Songwe,867,5566,745,No,No,No,No,No,No,Yes,No,
00-53-73-77,Household,"Mainland, Tanzania",Kilimanjaro,170,3958,428,No,No,No,No,No,No,Yes,No,
00-54-24-15,Household,"Mainland, Tanzania",Mtwara,984,2653,734,No,No,No,No,No,No,Yes,,
00-54-25-56,Household,"Mainland, Tanzania",Tanga,981,1086,372,No,No,No,No,No,No,Yes,No,
00-54-41-43,Household,"Mainland, Tanzania",Tabora,447,8225,344,No,No,No,No,No,No,Yes,No,
00-54-53-27,Household,"Mainland, Tanzania",Mara,925,9596,374,No,No,No,No,No,No,Yes,No,
00-54-54-81,Household,"Mainland, Tanzania",Dodoma,851,3381,662,No,No,No,No,No,No,Yes,No,
00-54-55-50,Household,"Mainland, Tanzania",Geita,958,9859,367,No,No,No,No,No,Yes,No,No,
00-54-63-77,Household,"Mainland, Tanzania",Tabora,289,6780,365,No,No,No,No,No,No,Yes,No,
00-54-75-04,Household,"Mainland, Tanzania",Njombe,282,5499,737,No,No,No,No,No,No,Yes,No,
00-54-77-32,Household,"Mainland, Tanzania",Arusha,612,2161,521,No,No,No,No,No,No,Yes,No,
00-54-83-37,Household,"Mainland, Tanzania",Mara,925,3550,445,No,No,No,No,No,No,Yes,No,
00-54-83-84,Household,"Mainland, Tanzania",Tabora,289,8421,414,No,No,No,No,No,No,Yes,No,
00-54-91-98,Household,"Mainland, Tanzania",Ruvuma,986,2928,602,No,No,No,No,No,No,Yes,No,
00-54-99-02,Household,"Mainland, Tanzania",Dodoma,302,3149,485,No,No,No,No,No,No,Yes,No,
00-55-27-96,Household,"Mainland, Tanzania",Ruvuma,517,2524,471,No,No,No,No,No,No,Yes,,
00-55-31-24,Household,"Mainland, Tanzania",Morogoro,872,9364,812,No,No,No,No,No,No,Yes,,
00-55-42-02,Household,"Mainland, Tanzania",Dodoma,851,6283,659,No,No,No,No,No,No,Yes,No,
00-55-58-01,Household,"Mainland, Tanzania",Manyara,947,2822,278,No,No,No,No,No,No,Yes,,
00-55-73-89,,"Mainland, Tanzania",,626,3011,804,No,No,No,No,No,No,Yes,No,
00-55-84-22,Household,"Mainland, Tanzania",Kilimanjaro,341,4552,445,No,No,No,No,No,No,Yes,No,
00-55-85-16,Household,"Mainland, Tanzania",Singida,337,9217,390,No,No,No,No,No,Yes,No,No,
00-55-96-13,Household,"Mainland, Tanzania",Shinyanga,456,9076,459,No,No,No,No,No,No,Yes,No,
00-55-97-11,Household,"Mainland, Tanzania",Tabora,447,8225,344,No,No,No,No,No,No,Yes,,
00-56-16-16,Household,"Mainland, Tanzania",Mwanza,646,8512,274,No,No,No,No,No,No,Yes,No,
00-56-34-27,Household,"Mainland, Tanzania",Kilimanjaro,170,4403,419,No,No,No,No,No,No,Yes,No,
00-56-42-32,Household,Zanzibar,Kaskazini Pemba,518,3394,48,No,No,No,No,No,Yes,No,No,
00-57-07-64,Household,"Mainland, Tanzania",Kilimanjaro,170,7239,425,No,No,No,No,No,No,Yes,No,
00-57-11-67,Household,"Mainland, Tanzania",Ruvuma,517,7415,1234,No,No,No,No,No,No,Yes,,
00-57-20-66,Household,Zanzibar,Kusini Pemba,625,4727,112,No,No,No,No,No,No,Yes,,
00-57-26-65,Household,"Mainland, Tanzania",Ruvuma,912,3817,418,No,No,No,No,No,No,Yes,No,
00-57-46-27,Household,"Mainland, Tanzania",Mwanza,646,8219,590,No,No,No,No,No,No,Yes,,
00-57-63-30,Household,"Mainland, Tanzania",Kigoma,397,1508,846,No,No,No,No,No,Yes,No,No,
